Event Index,UTC Timestamp,UTC Date,Local Timestamp,Local Timezone,Local Date,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,randomiser-3q16,Spreadsheet,Trial Number,Display,Screen,Screen ID,Screen Counter,Response Type,Response,Onset Time,Clock Time,Reaction Time,Absolute Onset Time,Absolute Clock Time,Absolute Reaction Time,Correct,Response Onset,Response Duration,Proportion,Tag,Component Name,Object Name,Object Number,Object ID,Spreadsheet: display,Spreadsheet: randomise_blocks,Spreadsheet: randomise_trials,Spreadsheet: ShowProgressBar,Spreadsheet: VERB,Spreadsheet: _,Spreadsheet: NUM,Spreadsheet: NOUN,Spreadsheet: _01,Spreadsheet: _02,Spreadsheet: _BLOT,Spreadsheet: AlienCountA,Spreadsheet: AlienCountB,Spreadsheet: TextResponseA,Spreadsheet: AlienTestCount03,Spreadsheet: Test01Option01,Spreadsheet: Test01Option02,Spreadsheet: Train02Picture01,Spreadsheet: Train02Picture02,Spreadsheet: TextTraining02,Spreadsheet: Test02Picture01,Spreadsheet: Test02Option01,Spreadsheet: Test02Option02,Spreadsheet: ,Spreadsheet: CorrectAnswer,Spreadsheet: TestCorrectAnswer,Manipulation: Spreadsheet,Store: correct,Store: total
1,1685030969336,25/05/2023 16:09:29,1685034569336,1,25/05/2023 18:09:29,128616,14,task-gbr3,,29725909,BLIND,8844201,,complete,,646f9365c24c868cf09ad0e0,computer,Desktop or Laptop,Windows 10,Firefox 111.0,1920x1080,1920x927,,Noun-Number Testing,4,Dual-Plural,Noun Number Testing,,,,,,,BEGIN,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,1685030974419,25/05/2023 16:09:34,1685034574419,1,25/05/2023 18:09:34,128616,14,task-gbr3,,29725909,BLIND,8844201,,complete,,646f9365c24c868cf09ad0e0,computer,Desktop or Laptop,Windows 10,Firefox 111.0,1920x1080,1920x927,,Noun-Number Testing,4,Dual-Plural,Noun Number Testing,1,Instructions02,Instructions02,g2b1f4,1,continue,,5089.54,5074.92,5089.54,5089.54,5074.92,5089.54,1,5089.54,0,0,,Click To Continue,Continue Button,2,object-79,Instructions02,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,1685030977210,25/05/2023 16:09:37,1685034577210,1,25/05/2023 18:09:37,128616,14,task-gbr3,,29725909,BLIND,8844201,,complete,,646f9365c24c868cf09ad0e0,computer,Desktop or Laptop,Windows 10,Firefox 111.0,1920x1080,1920x927,,Noun-Number Testing,4,Dual-Plural,Noun Number Testing,1,Testing02,Testing 02,hvzr65,1,response,BLAR_TU_02.png,2804.62,2799.999999999999,2804.62,2804.62,2799.999999999999,2804.62,1,2804.62,0,0,,Click Response,ResponseA,3,object-86,Testing02,,1,,,_,TU,BLAR,_01.png,_02.png,,,,,BLAR_TU_01.png,BLAR_TU_02.png,BLAR_TI_02.png,,,,,,,,,BLAR_TU_02.png,,,
4,1685030981024,25/05/2023 16:09:41,1685034581024,1,25/05/2023 18:09:41,128616,14,task-gbr3,,29725909,BLIND,8844201,,complete,,646f9365c24c868cf09ad0e0,computer,Desktop or Laptop,Windows 10,Firefox 111.0,1920x1080,1920x927,,Noun-Number Testing,4,Dual-Plural,Noun Number Testing,2,Testing02,Testing 02,hvzr65,1,response,SNUR_TA_02.png,3816.66,3800,3816.66,3816.66,3800,3816.66,1,3816.66,0,0,,Click Response,ResponseA,3,object-86,Testing02,,1,,,_,TA,SNUR,_01.png,_02.png,,,,,SNUR_TA_01.png,SNUR_TA_02.png,SNUR_TU_02.png,,,,,,,,,SNUR_TA_02.png,,,
5,1685030983604,25/05/2023 16:09:43,1685034583604,1,25/05/2023 18:09:43,128616,14,task-gbr3,,29725909,BLIND,8844201,,complete,,646f9365c24c868cf09ad0e0,computer,Desktop or Laptop,Windows 10,Firefox 111.0,1920x1080,1920x927,,Noun-Number Testing,4,Dual-Plural,Noun Number Testing,3,Testing02,Testing 02,hvzr65,1,response,CHOR_TI_02.png,2599.620000000001,2583.34,2599.620000000001,2599.620000000001,2583.34,2599.620000000001,1,2599.620000000001,0,0,,Click Response,ResponseB,4,object-85,Testing02,,1,,,_,TI,CHOR,_01.png,_02.png,,,,,CHOR_TI_01.png,CHOR_TU_02.png,CHOR_TI_02.png,,,,,,,,,CHOR_TI_02.png,,,
6,1685030985380,25/05/2023 16:09:45,1685034585380,1,25/05/2023 18:09:45,128616,14,task-gbr3,,29725909,BLIND,8844201,,complete,,646f9365c24c868cf09ad0e0,computer,Desktop or Laptop,Windows 10,Firefox 111.0,1920x1080,1920x927,,Noun-Number Testing,4,Dual-Plural,Noun Number Testing,4,Testing02,Testing 02,hvzr65,1,response,PHAI_TI_02.png,1791.2800000000007,1783.340000000002,1791.2800000000007,1791.2800000000007,1783.340000000002,1791.2800000000007,1,1791.2800000000007,0,0,,Click Response,ResponseA,3,object-86,Testing02,,1,,,_,TI,PHAI,_01.png,_02.png,,,,,PHAI_TI_01.png,PHAI_TI_02.png,PHAI_TA_02.png,,,,,,,,,PHAI_TI_02.png,,,
7,1685030988929,25/05/2023 16:09:48,1685034588929,1,25/05/2023 18:09:48,128616,14,task-gbr3,,29725909,BLIND,8844201,,complete,,646f9365c24c868cf09ad0e0,computer,Desktop or Laptop,Windows 10,Firefox 111.0,1920x1080,1920x927,,Noun-Number Testing,4,Dual-Plural,Noun Number Testing,5,Testing02,Testing 02,hvzr65,1,response,DREE_TI_02.png,3556.9399999999987,3550,3556.9399999999987,3556.9399999999987,3550,3556.9399999999987,0,3556.9399999999987,0,0,,Click Response,ResponseA,3,object-86,Testing02,,1,,,_,TA,DREE,_01.png,_02.png,,,,,DREE_TA_01.png,DREE_TI_02.png,DREE_TA_02.png,,,,,,,,,DREE_TA_02.png,,,
8,1685030991992,25/05/2023 16:09:51,1685034591992,1,25/05/2023 18:09:51,128616,14,task-gbr3,,29725909,BLIND,8844201,,complete,,646f9365c24c868cf09ad0e0,computer,Desktop or Laptop,Windows 10,Firefox 111.0,1920x1080,1920x927,,Noun-Number Testing,4,Dual-Plural,Noun Number Testing,6,Testing02,Testing 02,hvzr65,1,response,STOO_TA_02.png,3066.6800000000003,3050,3066.6800000000003,3066.6800000000003,3050,3066.6800000000003,0,3066.6800000000003,0,0,,Click Response,ResponseA,3,object-86,Testing02,,1,,,_,TU,STOO,_01.png,_02.png,,,,,STOO_TU_01.png,STOO_TA_02.png,STOO_TU_02.png,,,,,,,,,STOO_TU_02.png,,,
9,1685030993887,25/05/2023 16:09:53,1685034593887,1,25/05/2023 18:09:53,128616,14,task-gbr3,,29725909,BLIND,8844201,,complete,,646f9365c24c868cf09ad0e0,computer,Desktop or Laptop,Windows 10,Firefox 111.0,1920x1080,1920x927,,Noun-Number Testing,4,Dual-Plural,Noun Number Testing,7,Testing02,Testing 02,hvzr65,1,response,CHOR_TI_02.png,1915.9399999999987,1900,1915.9399999999987,1915.9399999999987,1900,1915.9399999999987,0,1915.9399999999987,0,0,,Click Response,ResponseB,4,object-85,Testing02,,2,,,_,TA,CHOR,_01.png,_02.png,,,,,CHOR_TA_01.png,CHOR_TA_02.png,CHOR_TI_02.png,,,,,,,,,CHOR_TA_02.png,,,
10,1685030997201,25/05/2023 16:09:57,1685034597201,1,25/05/2023 18:09:57,128616,14,task-gbr3,,29725909,BLIND,8844201,,complete,,646f9365c24c868cf09ad0e0,computer,Desktop or Laptop,Windows 10,Firefox 111.0,1920x1080,1920x927,,Noun-Number Testing,4,Dual-Plural,Noun Number Testing,8,Testing02,Testing 02,hvzr65,1,response,DREE_TU_02.png,3329.9399999999987,3318.459999999999,3329.9399999999987,3329.9399999999987,3318.459999999999,3329.9399999999987,1,3329.9399999999987,0,0,,Click Response,ResponseA,3,object-86,Testing02,,2,,,_,TU,DREE,_01.png,_02.png,,,,,DREE_TU_01.png,DREE_TU_02.png,DREE_TA_02.png,,,,,,,,,DREE_TU_02.png,,,
11,1685030998931,25/05/2023 16:09:58,1685034598931,1,25/05/2023 18:09:58,128616,14,task-gbr3,,29725909,BLIND,8844201,,complete,,646f9365c24c868cf09ad0e0,computer,Desktop or Laptop,Windows 10,Firefox 111.0,1920x1080,1920x927,,Noun-Number Testing,4,Dual-Plural,Noun Number Testing,9,Testing02,Testing 02,hvzr65,1,response,PHAI_TI_02.png,1740.4799999999996,1733.3199999999997,1740.4799999999996,1740.4799999999996,1733.3199999999997,1740.4799999999996,0,1740.4799999999996,0,0,,Click Response,ResponseA,3,object-86,Testing02,,2,,,_,TU,PHAI,_01.png,_02.png,,,,,PHAI_TU_01.png,PHAI_TI_02.png,PHAI_TU_02.png,,,,,,,,,PHAI_TU_02.png,,,
12,1685031000194,25/05/2023 16:10:00,1685034600194,1,25/05/2023 18:10:00,128616,14,task-gbr3,,29725909,BLIND,8844201,,complete,,646f9365c24c868cf09ad0e0,computer,Desktop or Laptop,Windows 10,Firefox 111.0,1920x1080,1920x927,,Noun-Number Testing,4,Dual-Plural,Noun Number Testing,10,Testing02,Testing 02,hvzr65,1,response,STOO_TI_02.png,1270.1599999999999,1266.6800000000003,1270.1599999999999,1270.1599999999999,1266.6800000000003,1270.1599999999999,1,1270.1599999999999,0,0,,Click Response,ResponseA,3,object-86,Testing02,,2,,,_,TI,STOO,_01.png,_02.png,,,,,STOO_TI_01.png,STOO_TI_02.png,STOO_TU_02.png,,,,,,,,,STOO_TI_02.png,,,
13,1685031001680,25/05/2023 16:10:01,1685034601680,1,25/05/2023 18:10:01,128616,14,task-gbr3,,29725909,BLIND,8844201,,complete,,646f9365c24c868cf09ad0e0,computer,Desktop or Laptop,Windows 10,Firefox 111.0,1920x1080,1920x927,,Noun-Number Testing,4,Dual-Plural,Noun Number Testing,11,Testing02,Testing 02,hvzr65,1,response,SNUR_TI_02.png,1489.4799999999996,1483.319999999996,1489.4799999999996,1489.4799999999996,1483.319999999996,1489.4799999999996,1,1489.4799999999996,0,0,,Click Response,ResponseB,4,object-85,Testing02,,2,,,_,TI,SNUR,_01.png,_02.png,,,,,SNUR_TI_01.png,SNUR_TA_02.png,SNUR_TI_02.png,,,,,,,,,SNUR_TI_02.png,,,
14,1685031003789,25/05/2023 16:10:03,1685034603789,1,25/05/2023 18:10:03,128616,14,task-gbr3,,29725909,BLIND,8844201,,complete,,646f9365c24c868cf09ad0e0,computer,Desktop or Laptop,Windows 10,Firefox 111.0,1920x1080,1920x927,,Noun-Number Testing,4,Dual-Plural,Noun Number Testing,12,Testing02,Testing 02,hvzr65,1,response,BLAR_TU_02.png,2115.1600000000035,2100,2115.1600000000035,2115.1600000000035,2100,2115.1600000000035,0,2115.1600000000035,0,0,,Click Response,ResponseA,3,object-86,Testing02,,2,,,_,TA,BLAR,_01.png,_02.png,,,,,BLAR_TA_01.png,BLAR_TU_02.png,BLAR_TA_02.png,,,,,,,,,BLAR_TA_02.png,,,
15,1685031005157,25/05/2023 16:10:05,1685034605157,1,25/05/2023 18:10:05,128616,14,task-gbr3,,29725909,BLIND,8844201,,complete,,646f9365c24c868cf09ad0e0,computer,Desktop or Laptop,Windows 10,Firefox 111.0,1920x1080,1920x927,,Noun-Number Testing,4,Dual-Plural,Noun Number Testing,13,Testing02,Testing 02,hvzr65,1,response,CHOR_TU_02.png,1383.3600000000006,1366.6800000000003,1383.3600000000006,1383.3600000000006,1366.6800000000003,1383.3600000000006,1,1383.3600000000006,0,0,,Click Response,ResponseB,4,object-85,Testing02,,3,,,_,TU,CHOR,_01.png,_02.png,,,,,CHOR_TU_01.png,CHOR_TA_02.png,CHOR_TU_02.png,,,,,,,,,CHOR_TU_02.png,,,
16,1685031006843,25/05/2023 16:10:06,1685034606843,1,25/05/2023 18:10:06,128616,14,task-gbr3,,29725909,BLIND,8844201,,complete,,646f9365c24c868cf09ad0e0,computer,Desktop or Laptop,Windows 10,Firefox 111.0,1920x1080,1920x927,,Noun-Number Testing,4,Dual-Plural,Noun Number Testing,14,Testing02,Testing 02,hvzr65,1,response,DREE_TI_02.png,1702.4800000000032,1700,1702.4800000000032,1702.4800000000032,1700,1702.4800000000032,1,1702.4800000000032,0,0,,Click Response,ResponseB,4,object-85,Testing02,,3,,,_,TI,DREE,_01.png,_02.png,,,,,DREE_TI_01.png,DREE_TU_02.png,DREE_TI_02.png,,,,,,,,,DREE_TI_02.png,,,
17,1685031008184,25/05/2023 16:10:08,1685034608184,1,25/05/2023 18:10:08,128616,14,task-gbr3,,29725909,BLIND,8844201,,complete,,646f9365c24c868cf09ad0e0,computer,Desktop or Laptop,Windows 10,Firefox 111.0,1920x1080,1920x927,,Noun-Number Testing,4,Dual-Plural,Noun Number Testing,15,Testing02,Testing 02,hvzr65,1,response,BLAR_TI_02.png,1343.4800000000032,1333.3199999999997,1343.4800000000032,1343.4800000000032,1333.3199999999997,1343.4800000000032,1,1343.4800000000032,0,0,,Click Response,ResponseA,3,object-86,Testing02,,3,,,_,TI,BLAR,_01.png,_02.png,,,,,BLAR_TI_01.png,BLAR_TI_02.png,BLAR_TA_02.png,,,,,,,,,BLAR_TI_02.png,,,
18,1685031009138,25/05/2023 16:10:09,1685034609138,1,25/05/2023 18:10:09,128616,14,task-gbr3,,29725909,BLIND,8844201,,complete,,646f9365c24c868cf09ad0e0,computer,Desktop or Laptop,Windows 10,Firefox 111.0,1920x1080,1920x927,,Noun-Number Testing,4,Dual-Plural,Noun Number Testing,16,Testing02,Testing 02,hvzr65,1,response,SNUR_TI_02.png,964.1600000000035,950,964.1600000000035,964.1600000000035,950,964.1600000000035,0,964.1600000000035,0,0,,Click Response,ResponseB,4,object-85,Testing02,,3,,,_,TU,SNUR,_01.png,_02.png,,,,,SNUR_TU_01.png,SNUR_TU_02.png,SNUR_TI_02.png,,,,,,,,,SNUR_TU_02.png,,,
19,1685031011231,25/05/2023 16:10:11,1685034611231,1,25/05/2023 18:10:11,128616,14,task-gbr3,,29725909,BLIND,8844201,,complete,,646f9365c24c868cf09ad0e0,computer,Desktop or Laptop,Windows 10,Firefox 111.0,1920x1080,1920x927,,Noun-Number Testing,4,Dual-Plural,Noun Number Testing,17,Testing02,Testing 02,hvzr65,1,response,STOO_TI_02.png,2107.1600000000035,2100,2107.1600000000035,2107.1600000000035,2100,2107.1600000000035,0,2107.1600000000035,0,0,,Click Response,ResponseA,3,object-86,Testing02,,3,,,_,TA,STOO,_01.png,_02.png,,,,,STOO_TA_01.png,STOO_TI_02.png,STOO_TA_02.png,,,,,,,,,STOO_TA_02.png,,,
20,1685031014684,25/05/2023 16:10:14,1685034614684,1,25/05/2023 18:10:14,128616,14,task-gbr3,,29725909,BLIND,8844201,,complete,,646f9365c24c868cf09ad0e0,computer,Desktop or Laptop,Windows 10,Firefox 111.0,1920x1080,1920x927,,Noun-Number Testing,4,Dual-Plural,Noun Number Testing,18,Testing02,Testing 02,hvzr65,1,response,PHAI_TA_02.png,3460.1600000000035,3450,3460.1600000000035,3460.1600000000035,3450,3460.1600000000035,1,3460.1600000000035,0,0,,Click Response,ResponseA,3,object-86,Testing02,,3,,,_,TA,PHAI,_01.png,_02.png,,,,,PHAI_TA_01.png,PHAI_TA_02.png,PHAI_TU_02.png,,,,,,,,,PHAI_TA_02.png,,,
21,1685031016094,25/05/2023 16:10:16,1685034616094,1,25/05/2023 18:10:16,128616,14,task-gbr3,,29725909,BLIND,8844201,,complete,,646f9365c24c868cf09ad0e0,computer,Desktop or Laptop,Windows 10,Firefox 111.0,1920x1080,1920x927,,Noun-Number Testing,4,Dual-Plural,Noun Number Testing,1,Scoring,Score,lbqwfd,1,continue,,1419.1600000000035,1416.6800000000003,1419.1600000000035,1419.1600000000035,1416.6800000000003,1419.1600000000035,1,1419.1600000000035,0,0,,Click To Continue,Continue Button,2,object-91,Scoring,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,1685031016096,25/05/2023 16:10:16,1685034616096,1,25/05/2023 18:10:16,128616,14,task-gbr3,,29725909,BLIND,8844201,,complete,,646f9365c24c868cf09ad0e0,computer,Desktop or Laptop,Windows 10,Firefox 111.0,1920x1080,1920x927,,Noun-Number Testing,4,Dual-Plural,Noun Number Testing,,,,,,,END,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1685030845241,25/05/2023 16:07:25,1685034445241,1,25/05/2023 18:07:25,128616,14,task-gbr3,,29725841,BLIND,8844197,,complete,,646f952465be6eaef15f3619,computer,Desktop or Laptop,Windows 10,Chrome 113.0.0.0,1920x1080,1920x937,,Noun-Number Testing,4,Dual-Plural,Noun Number Testing,,,,,,,BEGIN,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,1685030848995,25/05/2023 16:07:28,1685034448995,1,25/05/2023 18:07:28,128616,14,task-gbr3,,29725841,BLIND,8844197,,complete,,646f952465be6eaef15f3619,computer,Desktop or Laptop,Windows 10,Chrome 113.0.0.0,1920x1080,1920x937,,Noun-Number Testing,4,Dual-Plural,Noun Number Testing,1,Instructions02,Instructions02,g2b1f4,1,continue,,3756.951999988079,3752.5939999999996,3756.951999988079,3756.951999988079,3752.5939999999996,3756.951999988079,1,3756.951999988079,0,0,,Click To Continue,Continue Button,2,object-79,Instructions02,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,1685030851307,25/05/2023 16:07:31,1685034451307,1,25/05/2023 18:07:31,128616,14,task-gbr3,,29725841,BLIND,8844197,,complete,,646f952465be6eaef15f3619,computer,Desktop or Laptop,Windows 10,Chrome 113.0.0.0,1920x1080,1920x937,,Noun-Number Testing,4,Dual-Plural,Noun Number Testing,1,Testing02,Testing 02,hvzr65,1,response,STOO_TU_02.png,2316.0160000000014,2309.919000000001,2316.0160000000014,2316.0160000000014,2309.919000000001,2316.0160000000014,1,2316.0160000000014,0,0,,Click Response,ResponseB,4,object-85,Testing02,,1,,,_,TU,STOO,_01.png,_02.png,,,,,STOO_TU_01.png,STOO_TA_02.png,STOO_TU_02.png,,,,,,,,,STOO_TU_02.png,,,
4,1685030853533,25/05/2023 16:07:33,1685034453533,1,25/05/2023 18:07:33,128616,14,task-gbr3,,29725841,BLIND,8844197,,complete,,646f952465be6eaef15f3619,computer,Desktop or Laptop,Windows 10,Chrome 113.0.0.0,1920x1080,1920x937,,Noun-Number Testing,4,Dual-Plural,Noun Number Testing,2,Testing02,Testing 02,hvzr65,1,response,DREE_TI_02.png,2230.9659999999985,2224.904999999999,2230.9659999999985,2230.9659999999985,2224.904999999999,2230.9659999999985,0,2230.9659999999985,0,0,,Click Response,ResponseA,3,object-86,Testing02,,1,,,_,TA,DREE,_01.png,_02.png,,,,,DREE_TA_01.png,DREE_TI_02.png,DREE_TA_02.png,,,,,,,,,DREE_TA_02.png,,,
5,1685030855246,25/05/2023 16:07:35,1685034455246,1,25/05/2023 18:07:35,128616,14,task-gbr3,,29725841,BLIND,8844197,,complete,,646f952465be6eaef15f3619,computer,Desktop or Laptop,Windows 10,Chrome 113.0.0.0,1920x1080,1920x937,,Noun-Number Testing,4,Dual-Plural,Noun Number Testing,3,Testing02,Testing 02,hvzr65,1,response,PHAI_TI_02.png,1720.7340000059612,1715.5529999999999,1720.7340000059612,1720.7340000059612,1715.5529999999999,1720.7340000059612,1,1720.7340000059612,0,0,,Click Response,ResponseA,3,object-86,Testing02,,1,,,_,TI,PHAI,_01.png,_02.png,,,,,PHAI_TI_01.png,PHAI_TI_02.png,PHAI_TA_02.png,,,,,,,,,PHAI_TI_02.png,,,
6,1685030856765,25/05/2023 16:07:36,1685034456765,1,25/05/2023 18:07:36,128616,14,task-gbr3,,29725841,BLIND,8844197,,complete,,646f952465be6eaef15f3619,computer,Desktop or Laptop,Windows 10,Chrome 113.0.0.0,1920x1080,1920x937,,Noun-Number Testing,4,Dual-Plural,Noun Number Testing,4,Testing02,Testing 02,hvzr65,1,response,CHOR_TI_02.png,1524.1810000059613,1521.7600000000002,1524.1810000059613,1524.1810000059613,1521.7600000000002,1524.1810000059613,1,1524.1810000059613,0,0,,Click Response,ResponseB,4,object-85,Testing02,,1,,,_,TI,CHOR,_01.png,_02.png,,,,,CHOR_TI_01.png,CHOR_TU_02.png,CHOR_TI_02.png,,,,,,,,,CHOR_TI_02.png,,,
7,1685030857885,25/05/2023 16:07:37,1685034457885,1,25/05/2023 18:07:37,128616,14,task-gbr3,,29725841,BLIND,8844197,,complete,,646f952465be6eaef15f3619,computer,Desktop or Laptop,Windows 10,Chrome 113.0.0.0,1920x1080,1920x937,,Noun-Number Testing,4,Dual-Plural,Noun Number Testing,5,Testing02,Testing 02,hvzr65,1,response,BLAR_TU_02.png,1121.680000000002,1115.5250000000015,1121.680000000002,1121.680000000002,1115.5250000000015,1121.680000000002,1,1121.680000000002,0,0,,Click Response,ResponseA,3,object-86,Testing02,,1,,,_,TU,BLAR,_01.png,_02.png,,,,,BLAR_TU_01.png,BLAR_TU_02.png,BLAR_TI_02.png,,,,,,,,,BLAR_TU_02.png,,,
8,1685030859221,25/05/2023 16:07:39,1685034459221,1,25/05/2023 18:07:39,128616,14,task-gbr3,,29725841,BLIND,8844197,,complete,,646f952465be6eaef15f3619,computer,Desktop or Laptop,Windows 10,Chrome 113.0.0.0,1920x1080,1920x937,,Noun-Number Testing,4,Dual-Plural,Noun Number Testing,6,Testing02,Testing 02,hvzr65,1,response,SNUR_TU_02.png,1342.3960000059596,1339.6549999999988,1342.3960000059596,1342.3960000059596,1339.6549999999988,1342.3960000059596,0,1342.3960000059596,0,0,,Click Response,ResponseB,4,object-85,Testing02,,1,,,_,TA,SNUR,_01.png,_02.png,,,,,SNUR_TA_01.png,SNUR_TA_02.png,SNUR_TU_02.png,,,,,,,,,SNUR_TA_02.png,,,
9,1685030860242,25/05/2023 16:07:40,1685034460242,1,25/05/2023 18:07:40,128616,14,task-gbr3,,29725841,BLIND,8844197,,complete,,646f952465be6eaef15f3619,computer,Desktop or Laptop,Windows 10,Chrome 113.0.0.0,1920x1080,1920x937,,Noun-Number Testing,4,Dual-Plural,Noun Number Testing,7,Testing02,Testing 02,hvzr65,1,response,STOO_TI_02.png,1024.2410000059608,1018.5500000000011,1024.2410000059608,1024.2410000059608,1018.5500000000011,1024.2410000059608,1,1024.2410000059608,0,0,,Click Response,ResponseA,3,object-86,Testing02,,2,,,_,TI,STOO,_01.png,_02.png,,,,,STOO_TI_01.png,STOO_TI_02.png,STOO_TU_02.png,,,,,,,,,STOO_TI_02.png,,,
10,1685030860995,25/05/2023 16:07:40,1685034460995,1,25/05/2023 18:07:40,128616,14,task-gbr3,,29725841,BLIND,8844197,,complete,,646f952465be6eaef15f3619,computer,Desktop or Laptop,Windows 10,Chrome 113.0.0.0,1920x1080,1920x937,,Noun-Number Testing,4,Dual-Plural,Noun Number Testing,8,Testing02,Testing 02,hvzr65,1,response,SNUR_TI_02.png,757.8369999999995,751.8099999999995,757.8369999999995,757.8369999999995,751.8099999999995,757.8369999999995,1,757.8369999999995,0,0,,Click Response,ResponseB,4,object-85,Testing02,,2,,,_,TI,SNUR,_01.png,_02.png,,,,,SNUR_TI_01.png,SNUR_TA_02.png,SNUR_TI_02.png,,,,,,,,,SNUR_TI_02.png,,,
11,1685030863574,25/05/2023 16:07:43,1685034463574,1,25/05/2023 18:07:43,128616,14,task-gbr3,,29725841,BLIND,8844197,,complete,,646f952465be6eaef15f3619,computer,Desktop or Laptop,Windows 10,Chrome 113.0.0.0,1920x1080,1920x937,,Noun-Number Testing,4,Dual-Plural,Noun Number Testing,9,Testing02,Testing 02,hvzr65,1,response,DREE_TA_02.png,2586.2809999821184,2582.614999999998,2586.2809999821184,2586.2809999821184,2582.614999999998,2586.2809999821184,0,2586.2809999821184,0,0,,Click Response,ResponseB,4,object-85,Testing02,,2,,,_,TU,DREE,_01.png,_02.png,,,,,DREE_TU_01.png,DREE_TU_02.png,DREE_TA_02.png,,,,,,,,,DREE_TU_02.png,,,
12,1685030864528,25/05/2023 16:07:44,1685034464528,1,25/05/2023 18:07:44,128616,14,task-gbr3,,29725841,BLIND,8844197,,complete,,646f952465be6eaef15f3619,computer,Desktop or Laptop,Windows 10,Chrome 113.0.0.0,1920x1080,1920x937,,Noun-Number Testing,4,Dual-Plural,Noun Number Testing,10,Testing02,Testing 02,hvzr65,1,response,BLAR_TU_02.png,957.1659999821204,951.8100000000013,957.1659999821204,957.1659999821204,951.8100000000013,957.1659999821204,0,957.1659999821204,0,0,,Click Response,ResponseA,3,object-86,Testing02,,2,,,_,TA,BLAR,_01.png,_02.png,,,,,BLAR_TA_01.png,BLAR_TU_02.png,BLAR_TA_02.png,,,,,,,,,BLAR_TA_02.png,,,
13,1685030865570,25/05/2023 16:07:45,1685034465570,1,25/05/2023 18:07:45,128616,14,task-gbr3,,29725841,BLIND,8844197,,complete,,646f952465be6eaef15f3619,computer,Desktop or Laptop,Windows 10,Chrome 113.0.0.0,1920x1080,1920x937,,Noun-Number Testing,4,Dual-Plural,Noun Number Testing,11,Testing02,Testing 02,hvzr65,1,response,CHOR_TA_02.png,1047.355999982119,1042.7340000000004,1047.355999982119,1047.355999982119,1042.7340000000004,1047.355999982119,1,1047.355999982119,0,0,,Click Response,ResponseA,3,object-86,Testing02,,2,,,_,TA,CHOR,_01.png,_02.png,,,,,CHOR_TA_01.png,CHOR_TA_02.png,CHOR_TI_02.png,,,,,,,,,CHOR_TA_02.png,,,
14,1685030866703,25/05/2023 16:07:46,1685034466703,1,25/05/2023 18:07:46,128616,14,task-gbr3,,29725841,BLIND,8844197,,complete,,646f952465be6eaef15f3619,computer,Desktop or Laptop,Windows 10,Chrome 113.0.0.0,1920x1080,1920x937,,Noun-Number Testing,4,Dual-Plural,Noun Number Testing,12,Testing02,Testing 02,hvzr65,1,response,PHAI_TU_02.png,1138.0219999880792,1133.6769999999997,1138.0219999880792,1138.0219999880792,1133.6769999999997,1138.0219999880792,1,1138.0219999880792,0,0,,Click Response,ResponseB,4,object-85,Testing02,,2,,,_,TU,PHAI,_01.png,_02.png,,,,,PHAI_TU_01.png,PHAI_TI_02.png,PHAI_TU_02.png,,,,,,,,,PHAI_TU_02.png,,,
15,1685030867450,25/05/2023 16:07:47,1685034467450,1,25/05/2023 18:07:47,128616,14,task-gbr3,,29725841,BLIND,8844197,,complete,,646f952465be6eaef15f3619,computer,Desktop or Laptop,Windows 10,Chrome 113.0.0.0,1920x1080,1920x937,,Noun-Number Testing,4,Dual-Plural,Noun Number Testing,13,Testing02,Testing 02,hvzr65,1,response,STOO_TI_02.png,751.24499999404,745.5980000000018,751.24499999404,751.24499999404,745.5980000000018,751.24499999404,0,751.24499999404,0,0,,Click Response,ResponseA,3,object-86,Testing02,,3,,,_,TA,STOO,_01.png,_02.png,,,,,STOO_TA_01.png,STOO_TI_02.png,STOO_TA_02.png,,,,,,,,,STOO_TA_02.png,,,
16,1685030868438,25/05/2023 16:07:48,1685034468438,1,25/05/2023 18:07:48,128616,14,task-gbr3,,29725841,BLIND,8844197,,complete,,646f952465be6eaef15f3619,computer,Desktop or Laptop,Windows 10,Chrome 113.0.0.0,1920x1080,1920x937,,Noun-Number Testing,4,Dual-Plural,Noun Number Testing,14,Testing02,Testing 02,hvzr65,1,response,BLAR_TA_02.png,993.8469999821173,988.119999999999,993.8469999821173,993.8469999821173,988.119999999999,993.8469999821173,0,993.8469999821173,0,0,,Click Response,ResponseB,4,object-85,Testing02,,3,,,_,TI,BLAR,_01.png,_02.png,,,,,BLAR_TI_01.png,BLAR_TI_02.png,BLAR_TA_02.png,,,,,,,,,BLAR_TI_02.png,,,
