Event Index,UTC Timestamp,UTC Date,Local Timestamp,Local Timezone,Local Date,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,Spreadsheet,Trial Number,Display,Screen,Screen ID,Screen Counter,Response Type,Response,Onset Time,Clock Time,Reaction Time,Absolute Onset Time,Absolute Clock Time,Absolute Reaction Time,Correct,Response Onset,Response Duration,Proportion,Tag,Component Name,Object Name,Object Number,Object ID,Spreadsheet: display,Spreadsheet: randomise_blocks,Spreadsheet: randomise_trials,Spreadsheet: ShowProgressBar,Spreadsheet: VERB,Spreadsheet: _,Spreadsheet: NUM,Spreadsheet: NOUN,Spreadsheet: _01,Spreadsheet: _02,Spreadsheet: _BLOT,Spreadsheet: AlienCountA,Spreadsheet: AlienCountB,Spreadsheet: TextResponseA,Spreadsheet: AlienTestCount03,Spreadsheet: Test01Option01,Spreadsheet: Test01Option02,Spreadsheet: Train02Picture01,Spreadsheet: Train02Picture02,Spreadsheet: TextTraining02,Spreadsheet: Test02Picture01,Spreadsheet: Test02Option01,Spreadsheet: Test02Option02,Spreadsheet: ,Spreadsheet: TestCorrectAnswer,Manipulation: Spreadsheet,Store: NounNumberTrain,Store: NounNumberCorrect,Store: NounNumberTotal
21,1686659418182,13/06/2023 12:30:18,1686663018182,1,13/06/2023 14:30:18,136362,2,task-kdv5,,30034554,644990bf7ab5ad7c33445b71,8944612,,complete,,64886df9c9fa7404c1d25abb,computer,Desktop or Laptop,Windows 10,Chrome 114.0.0.0,2560x1440,2560x1329,,Singular-Plural Training (Clone),1,Singular Plural Training,15,Training,Training,34efq7,1,response,GOIKE BLARTI!,1305.5500000000175,6208.608000000007,6212.079999988084,1305.5500000000175,6208.608000000007,6212.079999988084,1,1305.5500000000175,4906.529999988066,0,,Single Text Entry,TextTraining02,4,object-97,Training,,3, ,GOI,_,KE,BLAR,_01.png,_02.png,,,,,,,,GOI_KE_BLAR_TI_01.png,GOI_KE_BLAR_TI_02.png,GOIKE BLARTI!,,,,,,,,,
22,1686659424056,13/06/2023 12:30:24,1686663024056,1,13/06/2023 14:30:24,136362,2,task-kdv5,,30034554,644990bf7ab5ad7c33445b71,8944612,,complete,,64886df9c9fa7404c1d25abb,computer,Desktop or Laptop,Windows 10,Chrome 114.0.0.0,2560x1440,2560x1329,,Singular-Plural Training (Clone),1,Singular Plural Training,16,Training,Training,34efq7,1,response,GOIKO DREETU!,1222.2669999999925,5875.328000000009,5877.572000011918,1222.2669999999925,5875.328000000009,5877.572000011918,1,1222.2669999999925,4655.305000011926,0,,Single Text Entry,TextTraining02,4,object-97,Training,,3, ,GOI,_,KO,DREE,_01.png,_02.png,,,,,,,,GOI_KO_DREE_TU_01.png,GOI_KO_DREE_TU_02.png,GOIKO DREETU!,,,,,,,,,
23,1686659429013,13/06/2023 12:30:29,1686663029013,1,13/06/2023 14:30:29,136362,2,task-kdv5,,30034554,644990bf7ab5ad7c33445b71,8944612,,complete,,64886df9c9fa7404c1d25abb,computer,Desktop or Laptop,Windows 10,Chrome 114.0.0.0,2560x1440,2560x1329,,Singular-Plural Training (Clone),1,Singular Plural Training,17,Training,Training,34efq7,1,response,PAUKE CHORTA!,1152.841999999975,4958.622000000003,4959.2440000119095,1152.841999999975,4958.622000000003,4959.2440000119095,1,1152.841999999975,3806.4020000119344,0,,Single Text Entry,TextTraining02,4,object-97,Training,,3, ,PAU,_,KE,CHOR,_01.png,_02.png,,,,,,,,PAU_KE_CHOR_TA_01.png,PAU_KE_CHOR_TA_02.png,PAUKE CHORTA!,,,,,,,,,
24,1686659435348,13/06/2023 12:30:35,1686663035348,1,13/06/2023 14:30:35,136362,2,task-kdv5,,30034554,644990bf7ab5ad7c33445b71,8944612,,complete,,64886df9c9fa7404c1d25abb,computer,Desktop or Laptop,Windows 10,Chrome 114.0.0.0,2560x1440,2560x1329,,Singular-Plural Training (Clone),1,Singular Plural Training,18,Training,Training,34efq7,1,response,GOIKE SNURTA!,1326.4629999999888,6333.684999999998,6335.6220000119065,1326.4629999999888,6333.684999999998,6335.6220000119065,1,1326.4629999999888,5009.159000011918,0,,Single Text Entry,TextTraining02,4,object-97,Training,,3, ,GOI,_,KE,SNUR,_01.png,_02.png,,,,,,,,GOI_KE_SNUR_TA_01.png,GOI_KE_SNUR_TA_02.png,GOIKE SNURTA!,,,,,,,,,
25,1686659441341,13/06/2023 12:30:41,1686663041341,1,13/06/2023 14:30:41,136362,2,task-kdv5,,30034554,644990bf7ab5ad7c33445b71,8944612,,complete,,64886df9c9fa7404c1d25abb,computer,Desktop or Laptop,Windows 10,Chrome 114.0.0.0,2560x1440,2560x1329,,Singular-Plural Training (Clone),1,Singular Plural Training,19,Training,Training,34efq7,1,response,PAUKO SNURTU!,1520.9219999999914,5993.419999999984,5995.037000035751,1520.9219999999914,5993.419999999984,5995.037000035751,1,1520.9219999999914,4474.115000035759,0,,Single Text Entry,TextTraining02,4,object-97,Training,,4, ,PAU,_,KO,SNUR,_01.png,_02.png,,,,,,,,PAU_KO_SNUR_TU_01.png,PAU_KO_SNUR_TU_02.png,PAUKO SNURTU!,,,,,,,,,
26,1686659446397,13/06/2023 12:30:46,1686663046397,1,13/06/2023 14:30:46,136362,2,task-kdv5,,30034554,644990bf7ab5ad7c33445b71,8944612,,complete,,64886df9c9fa7404c1d25abb,computer,Desktop or Laptop,Windows 10,Chrome 114.0.0.0,2560x1440,2560x1329,,Singular-Plural Training (Clone),1,Singular Plural Training,20,Training,Training,34efq7,1,response,GOIKO CHORTU!,1395.929999999993,5055.923999999999,5057.517000011925,1395.929999999993,5055.923999999999,5057.517000011925,1,1395.929999999993,3661.587000011932,0,,Single Text Entry,TextTraining02,4,object-97,Training,,4, ,GOI,_,KO,CHOR,_01.png,_02.png,,,,,,,,GOI_KO_CHOR_TU_01.png,GOI_KO_CHOR_TU_02.png,GOIKO CHORTU!,,,,,,,,,
27,1686659450680,13/06/2023 12:30:50,1686663050680,1,13/06/2023 14:30:50,136362,2,task-kdv5,,30034554,644990bf7ab5ad7c33445b71,8944612,,complete,,64886df9c9fa7404c1d25abb,computer,Desktop or Laptop,Windows 10,Chrome 114.0.0.0,2560x1440,2560x1329,,Singular-Plural Training (Clone),1,Singular Plural Training,21,Training,Training,34efq7,1,response,PAUKE STOOTA!,1006.9109999999928,4277.956000000006,4284.492999988084,1006.9109999999928,4277.956000000006,4284.492999988084,1,1006.9109999999928,3277.5819999880914,0,,Single Text Entry,TextTraining02,4,object-97,Training,,4, ,PAU,_,KE,STOO,_01.png,_02.png,,,,,,,,PAU_KE_STOO_TA_01.png,PAU_KE_STOO_TA_02.png,PAUKE STOOTA!,,,,,,,,,
28,1686659455694,13/06/2023 12:30:55,1686663055694,1,13/06/2023 14:30:55,136362,2,task-kdv5,,30034554,644990bf7ab5ad7c33445b71,8944612,,complete,,64886df9c9fa7404c1d25abb,computer,Desktop or Laptop,Windows 10,Chrome 114.0.0.0,2560x1440,2560x1329,,Singular-Plural Training (Clone),1,Singular Plural Training,22,Training,Training,34efq7,1,response,GOIKE DREETA!,1229.225999999995,5014.165999999997,5020.536999988079,1229.225999999995,5014.165999999997,5020.536999988079,1,1229.225999999995,3791.3109999880835,0,,Single Text Entry,TextTraining02,4,object-97,Training,,4, ,GOI,_,KE,DREE,_01.png,_02.png,,,,,,,,GOI_KE_DREE_TA_01.png,GOI_KE_DREE_TA_02.png,GOIKE DREETA!,,,,,,,,,
29,1686659461779,13/06/2023 12:31:01,1686663061779,1,13/06/2023 14:31:01,136362,2,task-kdv5,,30034554,644990bf7ab5ad7c33445b71,8944612,,complete,,64886df9c9fa7404c1d25abb,computer,Desktop or Laptop,Windows 10,Chrome 114.0.0.0,2560x1440,2560x1329,,Singular-Plural Training (Clone),1,Singular Plural Training,23,Training,Training,34efq7,1,response,GOIKE PHAITI!,1215.3610000000044,6090.706999999995,6091.571000035765,1215.3610000000044,6090.706999999995,6091.571000035765,1,1215.3610000000044,4876.2100000357605,0,,Single Text Entry,TextTraining02,4,object-97,Training,,4, ,GOI,_,KE,PHAI,_01.png,_02.png,,,,,,,,GOI_KE_PHAI_TI_01.png,GOI_KE_PHAI_TI_02.png,GOIKE PHAITI!,,,,,,,,,
30,1686659469166,13/06/2023 12:31:09,1686663069166,1,13/06/2023 14:31:09,136362,2,task-kdv5,,30034554,644990bf7ab5ad7c33445b71,8944612,,complete,,64886df9c9fa7404c1d25abb,computer,Desktop or Laptop,Windows 10,Chrome 114.0.0.0,2560x1440,2560x1329,,Singular-Plural Training (Clone),1,Singular Plural Training,24,Training,Training,34efq7,1,response,PAUKE BLARTI!,1208.3699999999953,7382.3000000000175,7387.663999988086,1208.3699999999953,7382.3000000000175,7387.663999988086,1,1208.3699999999953,6179.293999988091,0,,Single Text Entry,TextTraining02,4,object-97,Training,,4, ,PAU,_,KE,BLAR,_01.png,_02.png,,,,,,,,PAU_KE_BLAR_TI_01.png,PAU_KE_BLAR_TI_02.png,PAUKE BLARTI!,,,,,,,,,
31,1686659474936,13/06/2023 12:31:14,1686663074936,1,13/06/2023 14:31:14,136362,2,task-kdv5,,30034554,644990bf7ab5ad7c33445b71,8944612,,complete,,64886df9c9fa7404c1d25abb,computer,Desktop or Laptop,Windows 10,Chrome 114.0.0.0,2560x1440,2560x1329,,Singular-Plural Training (Clone),1,Singular Plural Training,25,Training,Training,34efq7,1,response,PAUKE DREETI!,1083.3889999999956,5771.2029999999795,5775.5640000357525,1083.3889999999956,5771.2029999999795,5775.5640000357525,1,1083.3889999999956,4692.175000035757,0,,Single Text Entry,TextTraining02,4,object-97,Training,,5, ,PAU,_,KE,DREE,_01.png,_02.png,,,,,,,,PAU_KE_DREE_TI_01.png,PAU_KE_DREE_TI_02.png,PAUKE DREETI!,,,,,,,,,
32,1686659480926,13/06/2023 12:31:20,1686663080926,1,13/06/2023 14:31:20,136362,2,task-kdv5,,30034554,644990bf7ab5ad7c33445b71,8944612,,complete,,64886df9c9fa7404c1d25abb,computer,Desktop or Laptop,Windows 10,Chrome 114.0.0.0,2560x1440,2560x1329,,Singular-Plural Training (Clone),1,Singular Plural Training,26,Training,Training,34efq7,1,response,PAUKO PHAITU!,1111.1420000000217,5993.483999999997,5994.361000035773,1111.1420000000217,5993.483999999997,5994.361000035773,1,1111.1420000000217,4883.219000035751,0,,Single Text Entry,TextTraining02,4,object-97,Training,,5, ,PAU,_,KO,PHAI,_01.png,_02.png,,,,,,,,PAU_KO_PHAI_TU_01.png,PAU_KO_PHAI_TU_02.png,PAUKO PHAITU!,,,,,,,,,
33,1686659485711,13/06/2023 12:31:25,1686663085711,1,13/06/2023 14:31:25,136362,2,task-kdv5,,30034554,644990bf7ab5ad7c33445b71,8944612,,complete,,64886df9c9fa7404c1d25abb,computer,Desktop or Laptop,Windows 10,Chrome 114.0.0.0,2560x1440,2560x1329,,Singular-Plural Training (Clone),1,Singular Plural Training,27,Training,Training,34efq7,1,response,GOIKE STOOTI!,1083.2750000000233,4784.911000000022,4785.877000035776,1083.2750000000233,4784.911000000022,4785.877000035776,1,1083.2750000000233,3702.602000035753,0,,Single Text Entry,TextTraining02,4,object-97,Training,,5, ,GOI,_,KE,STOO,_01.png,_02.png,,,,,,,,GOI_KE_STOO_TI_01.png,GOI_KE_STOO_TI_02.png,GOIKE STOOTI!,,,,,,,,,
34,1686659490477,13/06/2023 12:31:30,1686663090477,1,13/06/2023 14:31:30,136362,2,task-kdv5,,30034554,644990bf7ab5ad7c33445b71,8944612,,complete,,64886df9c9fa7404c1d25abb,computer,Desktop or Laptop,Windows 10,Chrome 114.0.0.0,2560x1440,2560x1329,,Singular-Plural Training (Clone),1,Singular Plural Training,28,Training,Training,34efq7,1,response,GOIKE CHORTA!,1312.546000000002,4764.16399999999,4766.866000011913,1312.546000000002,4764.16399999999,4766.866000011913,1,1312.546000000002,3454.3200000119105,0,,Single Text Entry,TextTraining02,4,object-97,Training,,5, ,GOI,_,KE,CHOR,_01.png,_02.png,,,,,,,,GOI_KE_CHOR_TA_01.png,GOI_KE_CHOR_TA_02.png,GOIKE CHORTA!,,,,,,,,,
35,1686659496226,13/06/2023 12:31:36,1686663096226,1,13/06/2023 14:31:36,136362,2,task-kdv5,,30034554,644990bf7ab5ad7c33445b71,8944612,,complete,,64886df9c9fa7404c1d25abb,computer,Desktop or Laptop,Windows 10,Chrome 114.0.0.0,2560x1440,2560x1329,,Singular-Plural Training (Clone),1,Singular Plural Training,29,Training,Training,34efq7,1,response,GOIKO BLARTU!,1333.4640000000072,5750.315000000002,5751.502000023844,1333.4640000000072,5750.315000000002,5751.502000023844,1,1333.4640000000072,4418.0380000238365,0,,Single Text Entry,TextTraining02,4,object-97,Training,,5, ,GOI,_,KO,BLAR,_01.png,_02.png,,,,,,,,GOI_KO_BLAR_TU_01.png,GOI_KO_BLAR_TU_02.png,GOIKO BLARTU!,,,,,,,,,
36,1686659501137,13/06/2023 12:31:41,1686663101137,1,13/06/2023 14:31:41,136362,2,task-kdv5,,30034554,644990bf7ab5ad7c33445b71,8944612,,complete,,64886df9c9fa7404c1d25abb,computer,Desktop or Laptop,Windows 10,Chrome 114.0.0.0,2560x1440,2560x1329,,Singular-Plural Training (Clone),1,Singular Plural Training,30,Training,Training,34efq7,1,response,PAUKE SNURTA!,1465.359999999986,4910.064000000013,4912.286999988079,1465.359999999986,4910.064000000013,4912.286999988079,1,1465.359999999986,3446.9269999880926,0,,Single Text Entry,TextTraining02,4,object-97,Training,,5, ,PAU,_,KE,SNUR,_01.png,_02.png,,,,,,,,PAU_KE_SNUR_TA_01.png,PAU_KE_SNUR_TA_02.png,PAUKE SNURTA!,,,,,,,,,
37,1686659506627,13/06/2023 12:31:46,1686663106627,1,13/06/2023 14:31:46,136362,2,task-kdv5,,30034554,644990bf7ab5ad7c33445b71,8944612,,complete,,64886df9c9fa7404c1d25abb,computer,Desktop or Laptop,Windows 10,Chrome 114.0.0.0,2560x1440,2560x1329,,Singular-Plural Training (Clone),1,Singular Plural Training,31,Training,Training,34efq7,1,response,GOIKE SNURTI!,1236.1429999999818,5486.356,5492.123000023828,1236.1429999999818,5486.356,5492.123000023828,1,1236.1429999999818,4255.9800000238465,0,,Single Text Entry,TextTraining02,4,object-97,Training,,6, ,GOI,_,KE,SNUR,_01.png,_02.png,,,,,,,,GOI_KE_SNUR_TI_01.png,GOI_KE_SNUR_TI_02.png,GOIKE SNURTI!,,,,,,,,,
38,1686659511484,13/06/2023 12:31:51,1686663111484,1,13/06/2023 14:31:51,136362,2,task-kdv5,,30034554,644990bf7ab5ad7c33445b71,8944612,,complete,,64886df9c9fa7404c1d25abb,computer,Desktop or Laptop,Windows 10,Chrome 114.0.0.0,2560x1440,2560x1329,,Singular-Plural Training (Clone),1,Singular Plural Training,32,Training,Training,34efq7,1,response,GOIKE PHAITA!,1264.0409999999974,4861.541999999987,4862.967000011908,1264.0409999999974,4861.541999999987,4862.967000011908,1,1264.0409999999974,3598.92600001191,0,,Single Text Entry,TextTraining02,4,object-97,Training,,6, ,GOI,_,KE,PHAI,_01.png,_02.png,,,,,,,,GOI_KE_PHAI_TA_01.png,GOI_KE_PHAI_TA_02.png,GOIKE PHAITA!,,,,,,,,,
39,1686659517768,13/06/2023 12:31:57,1686663117768,1,13/06/2023 14:31:57,136362,2,task-kdv5,,30034554,644990bf7ab5ad7c33445b71,8944612,,complete,,64886df9c9fa7404c1d25abb,computer,Desktop or Laptop,Windows 10,Chrome 114.0.0.0,2560x1440,2560x1329,,Singular-Plural Training (Clone),1,Singular Plural Training,33,Training,Training,34efq7,1,response,PAUKE BLARTA!,1159.633999999991,6278.094000000012,6285.040000000037,1159.633999999991,6278.094000000012,6285.040000000037,1,1159.633999999991,5125.406000000046,0,,Single Text Entry,TextTraining02,4,object-97,Training,,6, ,PAU,_,KE,BLAR,_01.png,_02.png,,,,,,,,PAU_KE_BLAR_TA_01.png,PAU_KE_BLAR_TA_02.png,PAUKE BLARTA!,,,,,,,,,
40,1686659522309,13/06/2023 12:32:02,1686663122309,1,13/06/2023 14:32:02,136362,2,task-kdv5,,30034554,644990bf7ab5ad7c33445b71,8944612,,complete,,64886df9c9fa7404c1d25abb,computer,Desktop or Laptop,Windows 10,Chrome 114.0.0.0,2560x1440,2560x1329,,Singular-Plural Training (Clone),1,Singular Plural Training,34,Training,Training,34efq7,1,response,GOIKO sTOOTU!,1145.877999999997,4541.916999999987,4548.331000011909,1145.877999999997,4541.916999999987,4548.331000011909,0,1145.877999999997,3402.453000011912,0,,Single Text Entry,TextTraining02,4,object-97,Training,,6, ,GOI,_,KO,STOO,_01.png,_02.png,,,,,,,,GOI_KO_STOO_TU_01.png,GOI_KO_STOO_TU_02.png,GOIKO STOOTU!,,,,,,,,,
41,1686659524726,13/06/2023 12:32:04,1686663124726,1,13/06/2023 14:32:04,136362,2,task-kdv5,,30034554,644990bf7ab5ad7c33445b71,8944612,,complete,,64886df9c9fa7404c1d25abb,computer,Desktop or Laptop,Windows 10,Chrome 114.0.0.0,2560x1440,2560x1329,,Singular-Plural Training (Clone),1,Singular Plural Training,34,Training,Training,34efq7,1,response,GOIKO STOOTU!,1145.877999999997,6958.710999999981,6965.431000035751,1145.877999999997,6958.710999999981,6965.431000035751,1,1145.877999999997,5819.553000035754,0,,Single Text Entry,TextTraining02,4,object-97,Training,,6, ,GOI,_,KO,STOO,_01.png,_02.png,,,,,,,,GOI_KO_STOO_TU_01.png,GOI_KO_STOO_TU_02.png,GOIKO STOOTU!,,,,,,,,,
42,1686659530184,13/06/2023 12:32:10,1686663130184,1,13/06/2023 14:32:10,136362,2,task-kdv5,,30034554,644990bf7ab5ad7c33445b71,8944612,,complete,,64886df9c9fa7404c1d25abb,computer,Desktop or Laptop,Windows 10,Chrome 114.0.0.0,2560x1440,2560x1329,,Singular-Plural Training (Clone),1,Singular Plural Training,35,Training,Training,34efq7,1,response,PAUKE CHORTI!,1312.5010000000184,5458.624000000011,5464.620000011928,1312.5010000000184,5458.624000000011,5464.620000011928,1,1312.5010000000184,4152.1190000119095,0,,Single Text Entry,TextTraining02,4,object-97,Training,,6, ,PAU,_,KE,CHOR,_01.png,_02.png,,,,,,,,PAU_KE_CHOR_TI_01.png,PAU_KE_CHOR_TI_02.png,PAUKE CHORTI!,,,,,,,,,
43,1686659537423,13/06/2023 12:32:17,1686663137423,1,13/06/2023 14:32:17,136362,2,task-kdv5,,30034554,644990bf7ab5ad7c33445b71,8944612,,complete,,64886df9c9fa7404c1d25abb,computer,Desktop or Laptop,Windows 10,Chrome 114.0.0.0,2560x1440,2560x1329,,Singular-Plural Training (Clone),1,Singular Plural Training,36,Training,Training,34efq7,1,response,PAUKO DREETU!,2048.6759999999776,7243.428000000014,7244.796000023838,2048.6759999999776,7243.428000000014,7244.796000023838,1,2048.6759999999776,5196.1200000238605,0,,Single Text Entry,TextTraining02,4,object-97,Training,,6, ,PAU,_,KO,DREE,_01.png,_02.png,,,,,,,,PAU_KO_DREE_TU_01.png,PAU_KO_DREE_TU_02.png,PAUKO DREETU!,,,,,,,,,
44,1686659537425,13/06/2023 12:32:17,1686663137425,1,13/06/2023 14:32:17,136362,2,task-kdv5,,30034554,644990bf7ab5ad7c33445b71,8944612,,complete,,64886df9c9fa7404c1d25abb,computer,Desktop or Laptop,Windows 10,Chrome 114.0.0.0,2560x1440,2560x1329,,Singular-Plural Training (Clone),1,Singular Plural Training,,,,,,5,END,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1686659259004,13/06/2023 12:27:39,1686662859004,1,13/06/2023 14:27:39,136362,2,task-kdv5,,30034544,5ed9427a67bf004af66fc5a0,8944596,,complete,,64886dc5497a827f102b5fde,computer,Desktop or Laptop,Windows 10,Edge 114.0.1823.43,1920x1080,1865x969,,Singular-Plural Training (Clone),1,Singular Plural Training,,,,,,5,BEGIN,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,1686659265841,13/06/2023 12:27:45,1686662865841,1,13/06/2023 14:27:45,136362,2,task-kdv5,,30034544,5ed9427a67bf004af66fc5a0,8944596,,complete,,64886dc5497a827f102b5fde,computer,Desktop or Laptop,Windows 10,Edge 114.0.1823.43,1920x1080,1865x969,,Singular-Plural Training (Clone),1,Singular Plural Training,1,Instructions,Instructions,l6tegj,1,continue,,6851.538000000745,6847.79,6851.538000000745,6851.538000000745,6847.79,6851.538000000745,1,6851.538000000745,0,0,,Click To Continue,Continue Button,2,object-8,Instructions,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,1686659287620,13/06/2023 12:28:07,1686662887620,1,13/06/2023 14:28:07,136362,2,task-kdv5,,30034544,5ed9427a67bf004af66fc5a0,8944596,,complete,,64886dc5497a827f102b5fde,computer,Desktop or Laptop,Windows 10,Edge 114.0.1823.43,1920x1080,1865x969,,Singular-Plural Training (Clone),1,Singular Plural Training,1,Training,Training,34efq7,1,response,GOIKE BLARTA,13379.206999999999,21772.546000000002,21784.14800000298,13379.206999999999,21772.546000000002,21784.14800000298,0,13379.206999999999,8404.941000002982,0,,Single Text Entry,TextTraining02,4,object-97,Training,,1, ,GOI,_,KE,BLAR,_01.png,_02.png,,,,,,,,GOI_KE_BLAR_TA_01.png,GOI_KE_BLAR_TA_02.png,GOIKE BLARTA!,,,,,,,,,
4,1686659298300,13/06/2023 12:28:18,1686662898300,1,13/06/2023 14:28:18,136362,2,task-kdv5,,30034544,5ed9427a67bf004af66fc5a0,8944596,,complete,,64886dc5497a827f102b5fde,computer,Desktop or Laptop,Windows 10,Edge 114.0.1823.43,1920x1080,1865x969,,Singular-Plural Training (Clone),1,Singular Plural Training,1,Training,Training,34efq7,1,response,GOIKE BLARTA,13379.206999999999,32459.041,32464.248000000745,13379.206999999999,32459.041,32464.248000000745,0,13379.206999999999,19085.041000000747,0,,Single Text Entry,TextTraining02,4,object-97,Training,,1, ,GOI,_,KE,BLAR,_01.png,_02.png,,,,,,,,GOI_KE_BLAR_TA_01.png,GOI_KE_BLAR_TA_02.png,GOIKE BLARTA!,,,,,,,,,
5,1686659313117,13/06/2023 12:28:33,1686662913117,1,13/06/2023 14:28:33,136362,2,task-kdv5,,30034544,5ed9427a67bf004af66fc5a0,8944596,,complete,,64886dc5497a827f102b5fde,computer,Desktop or Laptop,Windows 10,Edge 114.0.1823.43,1920x1080,1865x969,,Singular-Plural Training (Clone),1,Singular Plural Training,1,Training,Training,34efq7,1,response,GOIKE BLARTA,13379.206999999999,47267.579,47280.048000001494,13379.206999999999,47267.579,47280.048000001494,0,13379.206999999999,33900.8410000015,0,,Single Text Entry,TextTraining02,4,object-97,Training,,1, ,GOI,_,KE,BLAR,_01.png,_02.png,,,,,,,,GOI_KE_BLAR_TA_01.png,GOI_KE_BLAR_TA_02.png,GOIKE BLARTA!,,,,,,,,,
6,1686659316221,13/06/2023 12:28:36,1686662916221,1,13/06/2023 14:28:36,136362,2,task-kdv5,,30034544,5ed9427a67bf004af66fc5a0,8944596,,complete,,64886dc5497a827f102b5fde,computer,Desktop or Laptop,Windows 10,Edge 114.0.1823.43,1920x1080,1865x969,,Singular-Plural Training (Clone),1,Singular Plural Training,1,Training,Training,34efq7,1,response,GOIKE BLARTA!,13379.206999999999,50375.793999999994,50384.048000001494,13379.206999999999,50375.793999999994,50384.048000001494,1,13379.206999999999,37004.8410000015,0,,Single Text Entry,TextTraining02,4,object-97,Training,,1, ,GOI,_,KE,BLAR,_01.png,_02.png,,,,,,,,GOI_KE_BLAR_TA_01.png,GOI_KE_BLAR_TA_02.png,GOIKE BLARTA!,,,,,,,,,
7,1686659332653,13/06/2023 12:28:52,1686662932653,1,13/06/2023 14:28:52,136362,2,task-kdv5,,30034544,5ed9427a67bf004af66fc5a0,8944596,,complete,,64886dc5497a827f102b5fde,computer,Desktop or Laptop,Windows 10,Edge 114.0.1823.43,1920x1080,1865x969,,Singular-Plural Training (Clone),1,Singular Plural Training,2,Training,Training,34efq7,1,response,GOIKO SNURTU!,3988.8610000000044,16437.351000000002,16440.054000002237,3988.8610000000044,16437.351000000002,16440.054000002237,1,3988.8610000000044,12451.193000002233,0,,Single Text Entry,TextTraining02,4,object-97,Training,,1, ,GOI,_,KO,SNUR,_01.png,_02.png,,,,,,,,GOI_KO_SNUR_TU_01.png,GOI_KO_SNUR_TU_02.png,GOIKO SNURTU!,,,,,,,,,
8,1686659347933,13/06/2023 12:29:07,1686662947933,1,13/06/2023 14:29:07,136362,2,task-kdv5,,30034544,5ed9427a67bf004af66fc5a0,8944596,,complete,,64886dc5497a827f102b5fde,computer,Desktop or Laptop,Windows 10,Edge 114.0.1823.43,1920x1080,1865x969,,Singular-Plural Training (Clone),1,Singular Plural Training,3,Training,Training,34efq7,1,response,PAUKO CHORTU!,2393.7130000000034,15274.444000000003,15283.00300000298,2393.7130000000034,15274.444000000003,15283.00300000298,1,2393.7130000000034,12889.290000002977,0,,Single Text Entry,TextTraining02,4,object-97,Training,,1, ,PAU,_,KO,CHOR,_01.png,_02.png,,,,,,,,PAU_KO_CHOR_TU_01.png,PAU_KO_CHOR_TU_02.png,PAUKO CHORTU!,,,,,,,,,
9,1686659358853,13/06/2023 12:29:18,1686662958853,1,13/06/2023 14:29:18,136362,2,task-kdv5,,30034544,5ed9427a67bf004af66fc5a0,8944596,,complete,,64886dc5497a827f102b5fde,computer,Desktop or Laptop,Windows 10,Edge 114.0.1823.43,1920x1080,1865x969,,Singular-Plural Training (Clone),1,Singular Plural Training,4,Training,Training,34efq7,1,response,PAUKE PHAITA!,2243.3589999999967,10919.207999999999,10928.459000001487,2243.3589999999967,10919.207999999999,10928.459000001487,1,2243.3589999999967,8685.10000000149,0,,Single Text Entry,TextTraining02,4,object-97,Training,,1, ,PAU,_,KE,PHAI,_01.png,_02.png,,,,,,,,PAU_KE_PHAI_TA_01.png,PAU_KE_PHAI_TA_02.png,PAUKE PHAITA!,,,,,,,,,
10,1686659366733,13/06/2023 12:29:26,1686662966733,1,13/06/2023 14:29:26,136362,2,task-kdv5,,30034544,5ed9427a67bf004af66fc5a0,8944596,,complete,,64886dc5497a827f102b5fde,computer,Desktop or Laptop,Windows 10,Edge 114.0.1823.43,1920x1080,1865x969,,Singular-Plural Training (Clone),1,Singular Plural Training,5,Training,Training,34efq7,1,response,PAUKE STOOTI!,1811.9159999999974,7878.1919999999955,7889.351000002978,1811.9159999999974,7878.1919999999955,7889.351000002978,1,1811.9159999999974,6077.435000002981,0,,Single Text Entry,TextTraining02,4,object-97,Training,,1, ,PAU,_,KE,STOO,_01.png,_02.png,,,,,,,,PAU_KE_STOO_TI_01.png,PAU_KE_STOO_TI_02.png,PAUKE STOOTI!,,,,,,,,,
11,1686659378134,13/06/2023 12:29:38,1686662978134,1,13/06/2023 14:29:38,136362,2,task-kdv5,,30034544,5ed9427a67bf004af66fc5a0,8944596,,complete,,64886dc5497a827f102b5fde,computer,Desktop or Laptop,Windows 10,Edge 114.0.1823.43,1920x1080,1865x969,,Singular-Plural Training (Clone),1,Singular Plural Training,6,Training,Training,34efq7,1,response,GOIKE DREETI!,3058.222999999998,11401.279999999999,11411.159000002983,3058.222999999998,11401.279999999999,11411.159000002983,1,3058.222999999998,8352.936000002985,0,,Single Text Entry,TextTraining02,4,object-97,Training,,1, ,GOI,_,KE,DREE,_01.png,_02.png,,,,,,,,GOI_KE_DREE_TI_01.png,GOI_KE_DREE_TI_02.png,GOIKE DREETI!,,,,,,,,,
