Event Index,UTC Timestamp,UTC Date,Local Timestamp,Local Timezone,Local Date,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,Spreadsheet,Trial Number,Display,Screen,Screen ID,Screen Counter,Response Type,Response,Onset Time,Clock Time,Reaction Time,Absolute Onset Time,Absolute Clock Time,Absolute Reaction Time,Correct,Response Onset,Response Duration,Proportion,Tag,Component Name,Object Name,Object Number,Object ID,Spreadsheet: display,Spreadsheet: randomise_blocks,Spreadsheet: randomise_trials,Spreadsheet: ShowProgressBar,Spreadsheet: VERB,Spreadsheet: _,Spreadsheet: NUM,Spreadsheet: NOUN,Spreadsheet: _01,Spreadsheet: _02,Spreadsheet: _BLOT,Spreadsheet: AlienCountA,Spreadsheet: AlienCountB,Spreadsheet: TextResponseA,Spreadsheet: AlienTestCount03,Spreadsheet: Test01Option01,Spreadsheet: Test01Option02,Spreadsheet: Train02Picture01,Spreadsheet: Train02Picture02,Spreadsheet: TextTraining02,Spreadsheet: Test02Picture01,Spreadsheet: Test02Option01,Spreadsheet: Test02Option02,Spreadsheet: ,Spreadsheet: CorrectAnswer,Spreadsheet: TestCorrectAnswer,Manipulation: Spreadsheet,Store: correct,Store: total
13,1686658896334,13/06/2023 12:21:36,1686662496334,1,13/06/2023 14:21:36,136362,2,task-pfy5,,30034155,615d8a94a76a15626da937c5,8944532,,complete,,64886c957204f93a43e1f9fb,computer,Desktop or Laptop,Windows 10,Chrome 114.0.0.0,1920x1080,1920x961,,Noun-Number Testing (Clone),1,Noun Number Testing,11,Testing02,Testing 02,hvzr65,1,response,SNUR_TI_02.png,1397.2080000000024,1390.2570000000014,1397.2080000000024,1397.2080000000024,1390.2570000000014,1397.2080000000024,1,1397.2080000000024,0,0,,Click Response,ResponseB,4,object-85,Testing02,,2,,,_,TI,SNUR,_01.png,_02.png,,,,,SNUR_TI_01.png,SNUR_TA_02.png,SNUR_TI_02.png,,,,,,,,,SNUR_TI_02.png,,,
14,1686658898436,13/06/2023 12:21:38,1686662498436,1,13/06/2023 14:21:38,136362,2,task-pfy5,,30034155,615d8a94a76a15626da937c5,8944532,,complete,,64886c957204f93a43e1f9fb,computer,Desktop or Laptop,Windows 10,Chrome 114.0.0.0,1920x1080,1920x961,,Noun-Number Testing (Clone),1,Noun Number Testing,12,Testing02,Testing 02,hvzr65,1,response,DREE_TA_02.png,2109.3860000044697,2103.3379999999997,2109.3860000044697,2109.3860000044697,2103.3379999999997,2109.3860000044697,0,2109.3860000044697,0,0,,Click Response,ResponseB,4,object-85,Testing02,,2,,,_,TU,DREE,_01.png,_02.png,,,,,DREE_TU_01.png,DREE_TU_02.png,DREE_TA_02.png,,,,,,,,,DREE_TU_02.png,,,
15,1686658899618,13/06/2023 12:21:39,1686662499618,1,13/06/2023 14:21:39,136362,2,task-pfy5,,30034155,615d8a94a76a15626da937c5,8944532,,complete,,64886c957204f93a43e1f9fb,computer,Desktop or Laptop,Windows 10,Chrome 114.0.0.0,1920x1080,1920x961,,Noun-Number Testing (Clone),1,Noun Number Testing,13,Testing02,Testing 02,hvzr65,1,response,CHOR_TU_02.png,1188.14800000596,1186.2929999999978,1188.14800000596,1188.14800000596,1186.2929999999978,1188.14800000596,1,1188.14800000596,0,0,,Click Response,ResponseB,4,object-85,Testing02,,3,,,_,TU,CHOR,_01.png,_02.png,,,,,CHOR_TU_01.png,CHOR_TA_02.png,CHOR_TU_02.png,,,,,,,,,CHOR_TU_02.png,,,
16,1686658901392,13/06/2023 12:21:41,1686662501392,1,13/06/2023 14:21:41,136362,2,task-pfy5,,30034155,615d8a94a76a15626da937c5,8944532,,complete,,64886c957204f93a43e1f9fb,computer,Desktop or Laptop,Windows 10,Chrome 114.0.0.0,1920x1080,1920x961,,Noun-Number Testing (Clone),1,Noun Number Testing,14,Testing02,Testing 02,hvzr65,1,response,PHAI_TA_02.png,1775.755000004472,1772.4860000000044,1775.755000004472,1775.755000004472,1772.4860000000044,1775.755000004472,1,1775.755000004472,0,0,,Click Response,ResponseA,3,object-86,Testing02,,3,,,_,TA,PHAI,_01.png,_02.png,,,,,PHAI_TA_01.png,PHAI_TA_02.png,PHAI_TU_02.png,,,,,,,,,PHAI_TA_02.png,,,
17,1686658904427,13/06/2023 12:21:44,1686662504427,1,13/06/2023 14:21:44,136362,2,task-pfy5,,30034155,615d8a94a76a15626da937c5,8944532,,complete,,64886c957204f93a43e1f9fb,computer,Desktop or Laptop,Windows 10,Chrome 114.0.0.0,1920x1080,1920x961,,Noun-Number Testing (Clone),1,Noun Number Testing,15,Testing02,Testing 02,hvzr65,1,response,SNUR_TU_02.png,3038.0690000014874,3036.0839999999953,3038.0690000014874,3038.0690000014874,3036.0839999999953,3038.0690000014874,1,3038.0690000014874,0,0,,Click Response,ResponseA,3,object-86,Testing02,,3,,,_,TU,SNUR,_01.png,_02.png,,,,,SNUR_TU_01.png,SNUR_TU_02.png,SNUR_TI_02.png,,,,,,,,,SNUR_TU_02.png,,,
18,1686658905286,13/06/2023 12:21:45,1686662505286,1,13/06/2023 14:21:45,136362,2,task-pfy5,,30034155,615d8a94a76a15626da937c5,8944532,,complete,,64886c957204f93a43e1f9fb,computer,Desktop or Laptop,Windows 10,Chrome 114.0.0.0,1920x1080,1920x961,,Noun-Number Testing (Clone),1,Noun Number Testing,16,Testing02,Testing 02,hvzr65,1,response,BLAR_TI_02.png,861.1850000044724,859.0250000000015,861.1850000044724,861.1850000044724,859.0250000000015,861.1850000044724,1,861.1850000044724,0,0,,Click Response,ResponseA,3,object-86,Testing02,,3,,,_,TI,BLAR,_01.png,_02.png,,,,,BLAR_TI_01.png,BLAR_TI_02.png,BLAR_TA_02.png,,,,,,,,,BLAR_TI_02.png,,,
19,1686658906075,13/06/2023 12:21:46,1686662506075,1,13/06/2023 14:21:46,136362,2,task-pfy5,,30034155,615d8a94a76a15626da937c5,8944532,,complete,,64886c957204f93a43e1f9fb,computer,Desktop or Laptop,Windows 10,Chrome 114.0.0.0,1920x1080,1920x961,,Noun-Number Testing (Clone),1,Noun Number Testing,17,Testing02,Testing 02,hvzr65,1,response,DREE_TI_02.png,791.0600000029808,788.6399999999994,791.0600000029808,791.0600000029808,788.6399999999994,791.0600000029808,1,791.0600000029808,0,0,,Click Response,ResponseB,4,object-85,Testing02,,3,,,_,TI,DREE,_01.png,_02.png,,,,,DREE_TI_01.png,DREE_TU_02.png,DREE_TI_02.png,,,,,,,,,DREE_TI_02.png,,,
20,1686658907153,13/06/2023 12:21:47,1686662507153,1,13/06/2023 14:21:47,136362,2,task-pfy5,,30034155,615d8a94a76a15626da937c5,8944532,,complete,,64886c957204f93a43e1f9fb,computer,Desktop or Laptop,Windows 10,Chrome 114.0.0.0,1920x1080,1920x961,,Noun-Number Testing (Clone),1,Noun Number Testing,18,Testing02,Testing 02,hvzr65,1,response,STOO_TI_02.png,1080.5200000044715,1079.162000000004,1080.5200000044715,1080.5200000044715,1079.162000000004,1080.5200000044715,0,1080.5200000044715,0,0,,Click Response,ResponseA,3,object-86,Testing02,,3,,,_,TA,STOO,_01.png,_02.png,,,,,STOO_TA_01.png,STOO_TI_02.png,STOO_TA_02.png,,,,,,,,,STOO_TA_02.png,,,
21,1686658908587,13/06/2023 12:21:48,1686662508587,1,13/06/2023 14:21:48,136362,2,task-pfy5,,30034155,615d8a94a76a15626da937c5,8944532,,complete,,64886c957204f93a43e1f9fb,computer,Desktop or Laptop,Windows 10,Chrome 114.0.0.0,1920x1080,1920x961,,Noun-Number Testing (Clone),1,Noun Number Testing,1,Scoring,Score,lbqwfd,1,continue,,1434.5579999999973,1430.589,1434.5579999999973,1434.5579999999973,1430.589,1434.5579999999973,1,1434.5579999999973,0,0,,Click To Continue,Continue Button,2,object-91,Scoring,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,1686658908587,13/06/2023 12:21:48,1686662508587,1,13/06/2023 14:21:48,136362,2,task-pfy5,,30034155,615d8a94a76a15626da937c5,8944532,,complete,,64886c957204f93a43e1f9fb,computer,Desktop or Laptop,Windows 10,Chrome 114.0.0.0,1920x1080,1920x961,,Noun-Number Testing (Clone),1,Noun Number Testing,,,,,,5,END,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1686658987049,13/06/2023 12:23:07,1686662587049,1,13/06/2023 14:23:07,136362,2,task-pfy5,,30034266,62865e87f3869b3a455ac5bc,8944547,,complete,,64886cf586473de060750929,computer,Desktop or Laptop,Windows 10,Chrome 114.0.0.0,2560x1440,2560x1307,,Noun-Number Testing (Clone),1,Noun Number Testing,,,,,,5,BEGIN,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,1686658991723,13/06/2023 12:23:11,1686662591723,1,13/06/2023 14:23:11,136362,2,task-pfy5,,30034266,62865e87f3869b3a455ac5bc,8944547,,complete,,64886cf586473de060750929,computer,Desktop or Laptop,Windows 10,Chrome 114.0.0.0,2560x1440,2560x1307,,Noun-Number Testing (Clone),1,Noun Number Testing,1,Instructions02,Instructions02,g2b1f4,1,continue,,4678.962999991059,4673.645,4678.962999991059,4678.962999991059,4673.645,4678.962999991059,1,4678.962999991059,0,0,,Click To Continue,Continue Button,2,object-79,Instructions02,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,1686658996858,13/06/2023 12:23:16,1686662596858,1,13/06/2023 14:23:16,136362,2,task-pfy5,,30034266,62865e87f3869b3a455ac5bc,8944547,,complete,,64886cf586473de060750929,computer,Desktop or Laptop,Windows 10,Chrome 114.0.0.0,2560x1440,2560x1307,,Noun-Number Testing (Clone),1,Noun Number Testing,1,Testing02,Testing 02,hvzr65,1,response,SNUR_TU_02.png,5140.517999994039,5138.951999999999,5140.517999994039,5140.517999994039,5138.951999999999,5140.517999994039,0,5140.517999994039,0,0,,Click Response,ResponseB,4,object-85,Testing02,,1,,,_,TA,SNUR,_01.png,_02.png,,,,,SNUR_TA_01.png,SNUR_TA_02.png,SNUR_TU_02.png,,,,,,,,,SNUR_TA_02.png,,,
4,1686659000771,13/06/2023 12:23:20,1686662600771,1,13/06/2023 14:23:20,136362,2,task-pfy5,,30034266,62865e87f3869b3a455ac5bc,8944547,,complete,,64886cf586473de060750929,computer,Desktop or Laptop,Windows 10,Chrome 114.0.0.0,2560x1440,2560x1307,,Noun-Number Testing (Clone),1,Noun Number Testing,2,Testing02,Testing 02,hvzr65,1,response,DREE_TI_02.png,3915.06599999404,3909.773000000001,3915.06599999404,3915.06599999404,3909.773000000001,3915.06599999404,0,3915.06599999404,0,0,,Click Response,ResponseA,3,object-86,Testing02,,1,,,_,TA,DREE,_01.png,_02.png,,,,,DREE_TA_01.png,DREE_TI_02.png,DREE_TA_02.png,,,,,,,,,DREE_TA_02.png,,,
5,1686659003126,13/06/2023 12:23:23,1686662603126,1,13/06/2023 14:23:23,136362,2,task-pfy5,,30034266,62865e87f3869b3a455ac5bc,8944547,,complete,,64886cf586473de060750929,computer,Desktop or Laptop,Windows 10,Chrome 114.0.0.0,2560x1440,2560x1307,,Noun-Number Testing (Clone),1,Noun Number Testing,3,Testing02,Testing 02,hvzr65,1,response,CHOR_TI_02.png,2360.1929999999993,2354.150999999998,2360.1929999999993,2360.1929999999993,2354.150999999998,2360.1929999999993,1,2360.1929999999993,0,0,,Click Response,ResponseB,4,object-85,Testing02,,1,,,_,TI,CHOR,_01.png,_02.png,,,,,CHOR_TI_01.png,CHOR_TU_02.png,CHOR_TI_02.png,,,,,,,,,CHOR_TI_02.png,,,
6,1686659005334,13/06/2023 12:23:25,1686662605334,1,13/06/2023 14:23:25,136362,2,task-pfy5,,30034266,62865e87f3869b3a455ac5bc,8944547,,complete,,64886cf586473de060750929,computer,Desktop or Laptop,Windows 10,Chrome 114.0.0.0,2560x1440,2560x1307,,Noun-Number Testing (Clone),1,Noun Number Testing,4,Testing02,Testing 02,hvzr65,1,response,PHAI_TA_02.png,2214.0420000000013,2208.362000000001,2214.0420000000013,2214.0420000000013,2208.362000000001,2214.0420000000013,0,2214.0420000000013,0,0,,Click Response,ResponseB,4,object-85,Testing02,,1,,,_,TI,PHAI,_01.png,_02.png,,,,,PHAI_TI_01.png,PHAI_TI_02.png,PHAI_TA_02.png,,,,,,,,,PHAI_TI_02.png,,,
7,1686659006958,13/06/2023 12:23:26,1686662606958,1,13/06/2023 14:23:26,136362,2,task-pfy5,,30034266,62865e87f3869b3a455ac5bc,8944547,,complete,,64886cf586473de060750929,computer,Desktop or Laptop,Windows 10,Chrome 114.0.0.0,2560x1440,2560x1307,,Noun-Number Testing (Clone),1,Noun Number Testing,5,Testing02,Testing 02,hvzr65,1,response,STOO_TU_02.png,1628.97999999702,1625.0190000000002,1628.97999999702,1628.97999999702,1625.0190000000002,1628.97999999702,1,1628.97999999702,0,0,,Click Response,ResponseB,4,object-85,Testing02,,1,,,_,TU,STOO,_01.png,_02.png,,,,,STOO_TU_01.png,STOO_TA_02.png,STOO_TU_02.png,,,,,,,,,STOO_TU_02.png,,,
8,1686659008328,13/06/2023 12:23:28,1686662608328,1,13/06/2023 14:23:28,136362,2,task-pfy5,,30034266,62865e87f3869b3a455ac5bc,8944547,,complete,,64886cf586473de060750929,computer,Desktop or Laptop,Windows 10,Chrome 114.0.0.0,2560x1440,2560x1307,,Noun-Number Testing (Clone),1,Noun Number Testing,6,Testing02,Testing 02,hvzr65,1,response,BLAR_TU_02.png,1374.7609999940396,1368.0620000000017,1374.7609999940396,1374.7609999940396,1368.0620000000017,1374.7609999940396,1,1374.7609999940396,0,0,,Click Response,ResponseA,3,object-86,Testing02,,1,,,_,TU,BLAR,_01.png,_02.png,,,,,BLAR_TU_01.png,BLAR_TU_02.png,BLAR_TI_02.png,,,,,,,,,BLAR_TU_02.png,,,
9,1686659011454,13/06/2023 12:23:31,1686662611454,1,13/06/2023 14:23:31,136362,2,task-pfy5,,30034266,62865e87f3869b3a455ac5bc,8944547,,complete,,64886cf586473de060750929,computer,Desktop or Laptop,Windows 10,Chrome 114.0.0.0,2560x1440,2560x1307,,Noun-Number Testing (Clone),1,Noun Number Testing,7,Testing02,Testing 02,hvzr65,1,response,SNUR_TA_02.png,3132.4989999910576,3132.020999999997,3132.4989999910576,3132.4989999910576,3132.020999999997,3132.4989999910576,0,3132.4989999910576,0,0,,Click Response,ResponseA,3,object-86,Testing02,,2,,,_,TI,SNUR,_01.png,_02.png,,,,,SNUR_TI_01.png,SNUR_TA_02.png,SNUR_TI_02.png,,,,,,,,,SNUR_TI_02.png,,,
10,1686659015310,13/06/2023 12:23:35,1686662615310,1,13/06/2023 14:23:35,136362,2,task-pfy5,,30034266,62865e87f3869b3a455ac5bc,8944547,,complete,,64886cf586473de060750929,computer,Desktop or Laptop,Windows 10,Chrome 114.0.0.0,2560x1440,2560x1307,,Noun-Number Testing (Clone),1,Noun Number Testing,8,Testing02,Testing 02,hvzr65,1,response,CHOR_TA_02.png,3856.2780000029816,3854.16,3856.2780000029816,3856.2780000029816,3854.16,3856.2780000029816,1,3856.2780000029816,0,0,,Click Response,ResponseA,3,object-86,Testing02,,2,,,_,TA,CHOR,_01.png,_02.png,,,,,CHOR_TA_01.png,CHOR_TA_02.png,CHOR_TI_02.png,,,,,,,,,CHOR_TA_02.png,,,
11,1686659018632,13/06/2023 12:23:38,1686662618632,1,13/06/2023 14:23:38,136362,2,task-pfy5,,30034266,62865e87f3869b3a455ac5bc,8944547,,complete,,64886cf586473de060750929,computer,Desktop or Laptop,Windows 10,Chrome 114.0.0.0,2560x1440,2560x1307,,Noun-Number Testing (Clone),1,Noun Number Testing,9,Testing02,Testing 02,hvzr65,1,response,STOO_TU_02.png,3324.317999991061,3319.5110000000022,3324.317999991061,3324.317999991061,3319.5110000000022,3324.317999991061,0,3324.317999991061,0,0,,Click Response,ResponseB,4,object-85,Testing02,,2,,,_,TI,STOO,_01.png,_02.png,,,,,STOO_TI_01.png,STOO_TI_02.png,STOO_TU_02.png,,,,,,,,,STOO_TI_02.png,,,
12,1686659022124,13/06/2023 12:23:42,1686662622124,1,13/06/2023 14:23:42,136362,2,task-pfy5,,30034266,62865e87f3869b3a455ac5bc,8944547,,complete,,64886cf586473de060750929,computer,Desktop or Laptop,Windows 10,Chrome 114.0.0.0,2560x1440,2560x1307,,Noun-Number Testing (Clone),1,Noun Number Testing,10,Testing02,Testing 02,hvzr65,1,response,BLAR_TA_02.png,3496.706999997019,3493.0449999999983,3496.706999997019,3496.706999997019,3493.0449999999983,3496.706999997019,1,3496.706999997019,0,0,,Click Response,ResponseB,4,object-85,Testing02,,2,,,_,TA,BLAR,_01.png,_02.png,,,,,BLAR_TA_01.png,BLAR_TU_02.png,BLAR_TA_02.png,,,,,,,,,BLAR_TA_02.png,,,
13,1686659024533,13/06/2023 12:23:44,1686662624533,1,13/06/2023 14:23:44,136362,2,task-pfy5,,30034266,62865e87f3869b3a455ac5bc,8944547,,complete,,64886cf586473de060750929,computer,Desktop or Laptop,Windows 10,Chrome 114.0.0.0,2560x1440,2560x1307,,Noun-Number Testing (Clone),1,Noun Number Testing,11,Testing02,Testing 02,hvzr65,1,response,DREE_TU_02.png,2412.7619999910603,2409.7450000000026,2412.7619999910603,2412.7619999910603,2409.7450000000026,2412.7619999910603,1,2412.7619999910603,0,0,,Click Response,ResponseA,3,object-86,Testing02,,2,,,_,TU,DREE,_01.png,_02.png,,,,,DREE_TU_01.png,DREE_TU_02.png,DREE_TA_02.png,,,,,,,,,DREE_TU_02.png,,,
14,1686659025837,13/06/2023 12:23:45,1686662625837,1,13/06/2023 14:23:45,136362,2,task-pfy5,,30034266,62865e87f3869b3a455ac5bc,8944547,,complete,,64886cf586473de060750929,computer,Desktop or Laptop,Windows 10,Chrome 114.0.0.0,2560x1440,2560x1307,,Noun-Number Testing (Clone),1,Noun Number Testing,12,Testing02,Testing 02,hvzr65,1,response,PHAI_TU_02.png,1306.9169999970181,1305.5780000000013,1306.9169999970181,1306.9169999970181,1305.5780000000013,1306.9169999970181,1,1306.9169999970181,0,0,,Click Response,ResponseB,4,object-85,Testing02,,2,,,_,TU,PHAI,_01.png,_02.png,,,,,PHAI_TU_01.png,PHAI_TI_02.png,PHAI_TU_02.png,,,,,,,,,PHAI_TU_02.png,,,
15,1686659027083,13/06/2023 12:23:47,1686662627083,1,13/06/2023 14:23:47,136362,2,task-pfy5,,30034266,62865e87f3869b3a455ac5bc,8944547,,complete,,64886cf586473de060750929,computer,Desktop or Laptop,Windows 10,Chrome 114.0.0.0,2560x1440,2560x1307,,Noun-Number Testing (Clone),1,Noun Number Testing,13,Testing02,Testing 02,hvzr65,1,response,CHOR_TU_02.png,1247.1389999940366,1243.0529999999999,1247.1389999940366,1247.1389999940366,1243.0529999999999,1247.1389999940366,1,1247.1389999940366,0,0,,Click Response,ResponseB,4,object-85,Testing02,,3,,,_,TU,CHOR,_01.png,_02.png,,,,,CHOR_TU_01.png,CHOR_TA_02.png,CHOR_TU_02.png,,,,,,,,,CHOR_TU_02.png,,,
16,1686659030873,13/06/2023 12:23:50,1686662630873,1,13/06/2023 14:23:50,136362,2,task-pfy5,,30034266,62865e87f3869b3a455ac5bc,8944547,,complete,,64886cf586473de060750929,computer,Desktop or Laptop,Windows 10,Chrome 114.0.0.0,2560x1440,2560x1307,,Noun-Number Testing (Clone),1,Noun Number Testing,14,Testing02,Testing 02,hvzr65,1,response,PHAI_TA_02.png,3794.1860000029774,3791.726999999999,3794.1860000029774,3794.1860000029774,3791.726999999999,3794.1860000029774,1,3794.1860000029774,0,0,,Click Response,ResponseA,3,object-86,Testing02,,3,,,_,TA,PHAI,_01.png,_02.png,,,,,PHAI_TA_01.png,PHAI_TA_02.png,PHAI_TU_02.png,,,,,,,,,PHAI_TA_02.png,,,
17,1686659032125,13/06/2023 12:23:52,1686662632125,1,13/06/2023 14:23:52,136362,2,task-pfy5,,30034266,62865e87f3869b3a455ac5bc,8944547,,complete,,64886cf586473de060750929,computer,Desktop or Laptop,Windows 10,Chrome 114.0.0.0,2560x1440,2560x1307,,Noun-Number Testing (Clone),1,Noun Number Testing,15,Testing02,Testing 02,hvzr65,1,response,STOO_TA_02.png,1254.3589999940377,1249.9939999999988,1254.3589999940377,1254.3589999940377,1249.9939999999988,1254.3589999940377,1,1254.3589999940377,0,0,,Click Response,ResponseB,4,object-85,Testing02,,3,,,_,TA,STOO,_01.png,_02.png,,,,,STOO_TA_01.png,STOO_TI_02.png,STOO_TA_02.png,,,,,,,,,STOO_TA_02.png,,,
18,1686659033422,13/06/2023 12:23:53,1686662633422,1,13/06/2023 14:23:53,136362,2,task-pfy5,,30034266,62865e87f3869b3a455ac5bc,8944547,,complete,,64886cf586473de060750929,computer,Desktop or Laptop,Windows 10,Chrome 114.0.0.0,2560x1440,2560x1307,,Noun-Number Testing (Clone),1,Noun Number Testing,16,Testing02,Testing 02,hvzr65,1,response,DREE_TU_02.png,1301.2649999999994,1298.6239999999962,1301.2649999999994,1301.2649999999994,1298.6239999999962,1301.2649999999994,0,1301.2649999999994,0,0,,Click Response,ResponseA,3,object-86,Testing02,,3,,,_,TI,DREE,_01.png,_02.png,,,,,DREE_TI_01.png,DREE_TU_02.png,DREE_TI_02.png,,,,,,,,,DREE_TI_02.png,,,
19,1686659035688,13/06/2023 12:23:55,1686662635688,1,13/06/2023 14:23:55,136362,2,task-pfy5,,30034266,62865e87f3869b3a455ac5bc,8944547,,complete,,64886cf586473de060750929,computer,Desktop or Laptop,Windows 10,Chrome 114.0.0.0,2560x1440,2560x1307,,Noun-Number Testing (Clone),1,Noun Number Testing,17,Testing02,Testing 02,hvzr65,1,response,BLAR_TA_02.png,2268.6410000000033,2263.947,2268.6410000000033,2268.6410000000033,2263.947,2268.6410000000033,0,2268.6410000000033,0,0,,Click Response,ResponseB,4,object-85,Testing02,,3,,,_,TI,BLAR,_01.png,_02.png,,,,,BLAR_TI_01.png,BLAR_TI_02.png,BLAR_TA_02.png,,,,,,,,,BLAR_TI_02.png,,,
20,1686659037406,13/06/2023 12:23:57,1686662637406,1,13/06/2023 14:23:57,136362,2,task-pfy5,,30034266,62865e87f3869b3a455ac5bc,8944547,,complete,,64886cf586473de060750929,computer,Desktop or Laptop,Windows 10,Chrome 114.0.0.0,2560x1440,2560x1307,,Noun-Number Testing (Clone),1,Noun Number Testing,18,Testing02,Testing 02,hvzr65,1,response,SNUR_TU_02.png,1722.7939999940427,1722.2070000000022,1722.7939999940427,1722.7939999940427,1722.2070000000022,1722.7939999940427,1,1722.7939999940427,0,0,,Click Response,ResponseA,3,object-86,Testing02,,3,,,_,TU,SNUR,_01.png,_02.png,,,,,SNUR_TU_01.png,SNUR_TU_02.png,SNUR_TI_02.png,,,,,,,,,SNUR_TU_02.png,,,
21,1686659039783,13/06/2023 12:23:59,1686662639783,1,13/06/2023 14:23:59,136362,2,task-pfy5,,30034266,62865e87f3869b3a455ac5bc,8944547,,complete,,64886cf586473de060750929,computer,Desktop or Laptop,Windows 10,Chrome 114.0.0.0,2560x1440,2560x1307,,Noun-Number Testing (Clone),1,Noun Number Testing,1,Scoring,Score,lbqwfd,1,continue,,2377.5869999940405,2375.012999999999,2377.5869999940405,2377.5869999940405,2375.012999999999,2377.5869999940405,1,2377.5869999940405,0,0,,Click To Continue,Continue Button,2,object-91,Scoring,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,1686659039783,13/06/2023 12:23:59,1686662639783,1,13/06/2023 14:23:59,136362,2,task-pfy5,,30034266,62865e87f3869b3a455ac5bc,8944547,,complete,,64886cf586473de060750929,computer,Desktop or Laptop,Windows 10,Chrome 114.0.0.0,2560x1440,2560x1307,,Noun-Number Testing (Clone),1,Noun Number Testing,,,,,,5,END,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1686659004201,13/06/2023 12:23:24,1686662604201,1,13/06/2023 14:23:24,136362,2,task-pfy5,,30034285,609927903afe14c2f5a33136,8944556,,complete,,64886d22864019bd50a04aa5,computer,Desktop or Laptop,Windows 10,Firefox 114.0,1920x1080,1920x947,,Noun-Number Testing (Clone),1,Noun Number Testing,,,,,,5,BEGIN,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,1686659017476,13/06/2023 12:23:37,1686662617476,1,13/06/2023 14:23:37,136362,2,task-pfy5,,30034285,609927903afe14c2f5a33136,8944556,,complete,,64886d22864019bd50a04aa5,computer,Desktop or Laptop,Windows 10,Firefox 114.0,1920x1080,1920x947,,Noun-Number Testing (Clone),1,Noun Number Testing,1,Instructions02,Instructions02,g2b1f4,1,continue,,13278.359999999999,13272.3,13278.359999999999,13278.359999999999,13272.3,13278.359999999999,1,13278.359999999999,0,0,,Click To Continue,Continue Button,2,object-79,Instructions02,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,1686659020532,13/06/2023 12:23:40,1686662620532,1,13/06/2023 14:23:40,136362,2,task-pfy5,,30034285,609927903afe14c2f5a33136,8944556,,complete,,64886d22864019bd50a04aa5,computer,Desktop or Laptop,Windows 10,Firefox 114.0,1920x1080,1920x947,,Noun-Number Testing (Clone),1,Noun Number Testing,1,Testing02,Testing 02,hvzr65,1,response,PHAI_TI_02.png,3062.060000000003,3056.000000000002,3062.060000000003,3062.060000000003,3056.000000000002,3062.060000000003,1,3062.060000000003,0,0,,Click Response,ResponseA,3,object-86,Testing02,,1,,,_,TI,PHAI,_01.png,_02.png,,,,,PHAI_TI_01.png,PHAI_TI_02.png,PHAI_TA_02.png,,,,,,,,,PHAI_TI_02.png,,,
4,1686659025875,13/06/2023 12:23:45,1686662625875,1,13/06/2023 14:23:45,136362,2,task-pfy5,,30034285,609927903afe14c2f5a33136,8944556,,complete,,64886d22864019bd50a04aa5,computer,Desktop or Laptop,Windows 10,Firefox 114.0,1920x1080,1920x947,,Noun-Number Testing (Clone),1,Noun Number Testing,2,Testing02,Testing 02,hvzr65,1,response,CHOR_TI_02.png,5350.540000000001,5344.48,5350.540000000001,5350.540000000001,5344.48,5350.540000000001,1,5350.540000000001,0,0,,Click Response,ResponseB,4,object-85,Testing02,,1,,,_,TI,CHOR,_01.png,_02.png,,,,,CHOR_TI_01.png,CHOR_TU_02.png,CHOR_TI_02.png,,,,,,,,,CHOR_TI_02.png,,,
5,1686659028486,13/06/2023 12:23:48,1686662628486,1,13/06/2023 14:23:48,136362,2,task-pfy5,,30034285,609927903afe14c2f5a33136,8944556,,complete,,64886d22864019bd50a04aa5,computer,Desktop or Laptop,Windows 10,Firefox 114.0,1920x1080,1920x947,,Noun-Number Testing (Clone),1,Noun Number Testing,3,Testing02,Testing 02,hvzr65,1,response,STOO_TA_02.png,2617.459999999999,2611.6399999999994,2617.459999999999,2617.459999999999,2611.6399999999994,2617.459999999999,0,2617.459999999999,0,0,,Click Response,ResponseA,3,object-86,Testing02,,1,,,_,TU,STOO,_01.png,_02.png,,,,,STOO_TU_01.png,STOO_TA_02.png,STOO_TU_02.png,,,,,,,,,STOO_TU_02.png,,,
