Event Index,UTC Timestamp,UTC Date,Local Timestamp,Local Timezone,Local Date,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,Spreadsheet,Trial Number,Display,Screen,Screen ID,Screen Counter,Response Type,Response,Onset Time,Clock Time,Reaction Time,Absolute Onset Time,Absolute Clock Time,Absolute Reaction Time,Correct,Response Onset,Response Duration,Proportion,Tag,Component Name,Object Name,Object Number,Object ID,Spreadsheet: display,Spreadsheet: randomise_blocks,Spreadsheet: randomise_trials,Spreadsheet: ShowProgressBar,Spreadsheet: VERB,Spreadsheet: _,Spreadsheet: NUM,Spreadsheet: NOUN,Spreadsheet: _01,Spreadsheet: _02,Spreadsheet: _BLOT,Spreadsheet: AlienCountA,Spreadsheet: AlienCountB,Spreadsheet: TextResponseA,Spreadsheet: AlienTestCount03,Spreadsheet: Test01Option01,Spreadsheet: Test01Option02,Spreadsheet: Train02Picture01,Spreadsheet: Train02Picture02,Spreadsheet: TextTraining02,Spreadsheet: Test02Picture01,Spreadsheet: Test02Option01,Spreadsheet: Test02Option02,Spreadsheet: ,Spreadsheet: TestCorrectAnswer,Spreadsheet: Age,Spreadsheet: Gender,Spreadsheet: Handedness,Manipulation: Spreadsheet,Store: NounNumberTrain,Store: NounNumberCorrect,Store: NounNumberTotal
4,1686659239619,13/06/2023 12:27:19,1686662839619,1,13/06/2023 14:27:19,136362,2,task-5j4a,,30034513,611e1cf011c9f05d6990d4ae,8944653,,complete,,64886e30ffe82789ab697fbf,computer,Desktop or Laptop,Windows 10,Chrome 114.0.0.0,1920x1080,1920x961,,Noun-Number Training (Clone),1,Noun Number Training,1,Instructions01,Instructions3,1nixcc,3,continue,,2015.0839999996278,2011.2290000000003,2015.0839999996278,2015.0839999996278,2011.2290000000003,2015.0839999996278,1,2015.0839999996278,0,0,,Click To Continue,Continue Button,2,object-126,Instructions01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,1686659243348,13/06/2023 12:27:23,1686662843348,1,13/06/2023 14:27:23,136362,2,task-5j4a,,30034513,611e1cf011c9f05d6990d4ae,8944653,,complete,,64886e30ffe82789ab697fbf,computer,Desktop or Laptop,Windows 10,Chrome 114.0.0.0,1920x1080,1920x961,,Noun-Number Training (Clone),1,Noun Number Training,1,Instructions01,Instructions4,8v99zt,4,continue,,3732.5549999988825,3723.7779999999993,3732.5549999988825,3732.5549999988825,3723.7779999999993,3732.5549999988825,1,3732.5549999988825,0,0,,Click To Continue,Continue Button,2,object-122,Instructions01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,1686659245484,13/06/2023 12:27:25,1686662845484,1,13/06/2023 14:27:25,136362,2,task-5j4a,,30034513,611e1cf011c9f05d6990d4ae,8944653,,complete,,64886e30ffe82789ab697fbf,computer,Desktop or Laptop,Windows 10,Chrome 114.0.0.0,1920x1080,1920x961,,Noun-Number Training (Clone),1,Noun Number Training,1,Instructions01,Instructions5,ipt5mm,5,continue,,2143.8109999999997,2127.1800000000003,2143.8109999999997,2143.8109999999997,2127.1800000000003,2143.8109999999997,1,2143.8109999999997,0,0,,Click To Continue,Continue Button,2,object-32,Instructions01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,1686659254300,13/06/2023 12:27:34,1686662854300,1,13/06/2023 14:27:34,136362,2,task-5j4a,,30034513,611e1cf011c9f05d6990d4ae,8944653,,complete,,64886e30ffe82789ab697fbf,computer,Desktop or Laptop,Windows 10,Chrome 114.0.0.0,1920x1080,1920x961,,Noun-Number Training (Clone),1,Noun Number Training,1,Instructions01,Instructions6,9ur7d5,6,continue,,8833.596999998883,8826.681999999999,8833.596999998883,8833.596999998883,8826.681999999999,8833.596999998883,1,8833.596999998883,0,0,,Click To Continue,Continue Button,2,object-91,Instructions01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,1686659260605,13/06/2023 12:27:40,1686662860605,1,13/06/2023 14:27:40,136362,2,task-5j4a,,30034513,611e1cf011c9f05d6990d4ae,8944653,,complete,,64886e30ffe82789ab697fbf,computer,Desktop or Laptop,Windows 10,Chrome 114.0.0.0,1920x1080,1920x961,,Noun-Number Training (Clone),1,Noun Number Training,1,Instructions01,Instructions7,rts1od,7,continue,,6310.914999998884,6299.845000000001,6310.914999998884,6310.914999998884,6299.845000000001,6310.914999998884,1,6310.914999998884,0,0,,Click To Continue,Continue Button,3,object-151,Instructions01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,1686659260606,13/06/2023 12:27:40,1686662860606,1,13/06/2023 14:27:40,136362,2,task-5j4a,,30034513,611e1cf011c9f05d6990d4ae,8944653,,complete,,64886e30ffe82789ab697fbf,computer,Desktop or Laptop,Windows 10,Chrome 114.0.0.0,1920x1080,1920x961,,Noun-Number Training (Clone),1,Noun Number Training,1,Instructions01,Instructions7,rts1od,7,response,29,2393.4230000000025,6299.845000000001,6313.115000000002,2393.4230000000025,6299.845000000001,6313.115000000002,1,2393.4230000000025,3919.691999999999,0,,Dropdown,Age,2,object-150,Instructions01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,1686659260607,13/06/2023 12:27:40,1686662860607,1,13/06/2023 14:27:40,136362,2,task-5j4a,,30034513,611e1cf011c9f05d6990d4ae,8944653,,complete,,64886e30ffe82789ab697fbf,computer,Desktop or Laptop,Windows 10,Chrome 114.0.0.0,1920x1080,1920x961,,Noun-Number Training (Clone),1,Noun Number Training,1,Instructions01,Instructions7,rts1od,7,response,Female,3540.5370000000003,6299.845000000001,6314.3149999992565,3540.5370000000003,6299.845000000001,6314.3149999992565,1,3540.5370000000003,2773.7779999992563,0,,Dropdown,Gender,5,object-154,Instructions01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,1686659260608,13/06/2023 12:27:40,1686662860608,1,13/06/2023 14:27:40,136362,2,task-5j4a,,30034513,611e1cf011c9f05d6990d4ae,8944653,,complete,,64886e30ffe82789ab697fbf,computer,Desktop or Laptop,Windows 10,Chrome 114.0.0.0,1920x1080,1920x961,,Noun-Number Training (Clone),1,Noun Number Training,1,Instructions01,Instructions7,rts1od,7,response,Right-handed,5751.346000000001,6299.845000000001,6315.414999998884,5751.346000000001,6299.845000000001,6315.414999998884,1,5751.346000000001,564.0689999988826,0,,Dropdown,Handedness,7,object-156,Instructions01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,1686659400269,13/06/2023 12:30:00,1686663000269,1,13/06/2023 14:30:00,136362,2,task-5j4a,,30034513,611e1cf011c9f05d6990d4ae,8944653,,complete,,64886e30ffe82789ab697fbf,computer,Desktop or Laptop,Windows 10,Chrome 114.0.0.0,1920x1080,1920x961,,Noun-Number Training (Clone),1,Noun Number Training,1,Instructions01,Instructions8,q3gk2e,8,continue,,139675.86999999962,139660.94,139675.86999999962,139675.86999999962,139660.94,139675.86999999962,1,139675.86999999962,0,0,,Click To Continue,Continue Button,2,object-75,Instructions01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,1686659414347,13/06/2023 12:30:14,1686663014347,1,13/06/2023 14:30:14,136362,2,task-5j4a,,30034513,611e1cf011c9f05d6990d4ae,8944653,,complete,,64886e30ffe82789ab697fbf,computer,Desktop or Laptop,Windows 10,Chrome 114.0.0.0,1920x1080,1920x961,,Noun-Number Training (Clone),1,Noun Number Training,1,Training01,Training01,34efq7,1,response,BLARTA,9823.943,14078.962999999989,14092.429999999615,9823.943,14078.962999999989,14092.429999999615,1,9823.943,4268.486999999615,0,,Single Text Entry,TextResponseA,4,object-97,Training01,,1,,,,,BLAR,_01.png,_02.png,,BLAR_TA_01.png,BLAR_TA_02.png,BLARTA,,,,,,,,,,,,,,,,,,
14,1686659424629,13/06/2023 12:30:24,1686663024629,1,13/06/2023 14:30:24,136362,2,task-5j4a,,30034513,611e1cf011c9f05d6990d4ae,8944653,,complete,,64886e30ffe82789ab697fbf,computer,Desktop or Laptop,Windows 10,Chrome 114.0.0.0,1920x1080,1920x961,,Noun-Number Training (Clone),1,Noun Number Training,2,Training01,Training01,34efq7,1,response,STOOTA,3723.752999999997,10289.383000000002,10296.066999999253,3723.752999999997,10289.383000000002,10296.066999999253,1,3723.752999999997,6572.313999999256,0,,Single Text Entry,TextResponseA,4,object-97,Training01,,1, ,,,,STOO,_01.png,_02.png,,STOO_TA_01.png,STOO_TA_02.png,STOOTA,,,,,,,,,,,,,,,,,,
15,1686659436909,13/06/2023 12:30:36,1686663036909,1,13/06/2023 14:30:36,136362,2,task-5j4a,,30034513,611e1cf011c9f05d6990d4ae,8944653,,complete,,64886e30ffe82789ab697fbf,computer,Desktop or Laptop,Windows 10,Chrome 114.0.0.0,1920x1080,1920x961,,Noun-Number Training (Clone),1,Noun Number Training,3,Training01,Training01,34efq7,1,response,DREETI,7081.256999999983,12284.168999999994,12286.78399999888,7081.256999999983,12284.168999999994,12286.78399999888,1,7081.256999999983,5205.526999998896,0,,Single Text Entry,TextResponseA,4,object-97,Training01,,1, ,,,,DREE,_01.png,_02.png,,DREE_TI_01.png,DREE_TI_02.png,DREETI,,,,,,,,,,,,,,,,,,
16,1686659446212,13/06/2023 12:30:46,1686663046212,1,13/06/2023 14:30:46,136362,2,task-5j4a,,30034513,611e1cf011c9f05d6990d4ae,8944653,,complete,,64886e30ffe82789ab697fbf,computer,Desktop or Laptop,Windows 10,Chrome 114.0.0.0,1920x1080,1920x961,,Noun-Number Training (Clone),1,Noun Number Training,4,Training01,Training01,34efq7,1,response,PHAITI,4388.103999999992,9291.46100000001,9305.215000000375,4388.103999999992,9291.46100000001,9305.215000000375,1,4388.103999999992,4917.111000000383,0,,Single Text Entry,TextResponseA,4,object-97,Training01,,1, ,,,,PHAI,_01.png,_02.png,,PHAI_TI_01.png,PHAI_TI_02.png,PHAITI,,,,,,,,,,,,,,,,,,
17,1686659453725,13/06/2023 12:30:53,1686663053725,1,13/06/2023 14:30:53,136362,2,task-5j4a,,30034513,611e1cf011c9f05d6990d4ae,8944653,,complete,,64886e30ffe82789ab697fbf,computer,Desktop or Laptop,Windows 10,Chrome 114.0.0.0,1920x1080,1920x961,,Noun-Number Training (Clone),1,Noun Number Training,5,Training01,Training01,34efq7,1,response,SNURTU,2493.4489999999932,7513.396999999997,7527.1539999988745,2493.4489999999932,7513.396999999997,7527.1539999988745,1,2493.4489999999932,5033.704999998881,0,,Single Text Entry,TextResponseA,4,object-97,Training01,,1, ,,,,SNUR,_01.png,_02.png,,SNUR_TU_01.png,SNUR_TU_02.png,SNURTU,,,,,,,,,,,,,,,,,,
18,1686659460357,13/06/2023 12:31:00,1686663060357,1,13/06/2023 14:31:00,136362,2,task-5j4a,,30034513,611e1cf011c9f05d6990d4ae,8944653,,complete,,64886e30ffe82789ab697fbf,computer,Desktop or Laptop,Windows 10,Chrome 114.0.0.0,1920x1080,1920x961,,Noun-Number Training (Clone),1,Noun Number Training,6,Training01,Training01,34efq7,1,response,CHORTU,2393.8759999999893,6632.568999999989,6645.956999999995,2393.8759999999893,6632.568999999989,6645.956999999995,1,2393.8759999999893,4252.081000000006,0,,Single Text Entry,TextResponseA,4,object-97,Training01,,1, ,,,,CHOR,_01.png,_02.png,,CHOR_TU_01.png,CHOR_TU_02.png,CHORTU,,,,,,,,,,,,,,,,,,
19,1686659469917,13/06/2023 12:31:09,1686663069917,1,13/06/2023 14:31:09,136362,2,task-5j4a,,30034513,611e1cf011c9f05d6990d4ae,8944653,,complete,,64886e30ffe82789ab697fbf,computer,Desktop or Laptop,Windows 10,Chrome 114.0.0.0,1920x1080,1920x961,,Noun-Number Training (Clone),1,Noun Number Training,7,Training01,Training01,34efq7,1,response,BLARTU,4853.798999999999,9557.686000000016,9573.487999999634,4853.798999999999,9557.686000000016,9573.487999999634,1,4853.798999999999,4719.688999999635,0,,Single Text Entry,TextResponseA,4,object-97,Training01,,2, ,,,,BLAR,_01.png,_02.png,,BLAR_TU_01.png,BLAR_TU_02.png,BLARTU,,,,,,,,,,,,,,,,,,
20,1686659476365,13/06/2023 12:31:16,1686663076365,1,13/06/2023 14:31:16,136362,2,task-5j4a,,30034513,611e1cf011c9f05d6990d4ae,8944653,,complete,,64886e30ffe82789ab697fbf,computer,Desktop or Laptop,Windows 10,Chrome 114.0.0.0,1920x1080,1920x961,,Noun-Number Training (Clone),1,Noun Number Training,8,Training01,Training01,34efq7,1,response,CHORTI,3174.786999999982,6449.698000000004,6463.501999998873,3174.786999999982,6449.698000000004,6463.501999998873,1,3174.786999999982,3288.7149999988906,0,,Single Text Entry,TextResponseA,4,object-97,Training01,,2, ,,,,CHOR,_01.png,_02.png,,CHOR_TI_01.png,CHOR_TI_02.png,CHORTI,,,,,,,,,,,,,,,,,,
21,1686659487309,13/06/2023 12:31:27,1686663087309,1,13/06/2023 14:31:27,136362,2,task-5j4a,,30034513,611e1cf011c9f05d6990d4ae,8944653,,complete,,64886e30ffe82789ab697fbf,computer,Desktop or Laptop,Windows 10,Chrome 114.0.0.0,1920x1080,1920x961,,Noun-Number Training (Clone),1,Noun Number Training,9,Training01,Training01,34efq7,1,response,STOOTI,2792.496999999974,10953.844999999972,10958.003999999986,2792.496999999974,10953.844999999972,10958.003999999986,1,2792.496999999974,8165.507000000012,0,,Single Text Entry,TextResponseA,4,object-97,Training01,,2, ,,,,STOO,_01.png,_02.png,,STOO_TI_01.png,STOO_TI_02.png,STOOTI,,,,,,,,,,,,,,,,,,
22,1686659494349,13/06/2023 12:31:34,1686663094349,1,13/06/2023 14:31:34,136362,2,task-5j4a,,30034513,611e1cf011c9f05d6990d4ae,8944653,,complete,,64886e30ffe82789ab697fbf,computer,Desktop or Laptop,Windows 10,Chrome 114.0.0.0,1920x1080,1920x961,,Noun-Number Training (Clone),1,Noun Number Training,10,Training01,Training01,34efq7,1,response,DREETA,3440.987000000023,7031.52900000001,7044.059000000387,3440.987000000023,7031.52900000001,7044.059000000387,1,3440.987000000023,3603.072000000364,0,,Single Text Entry,TextResponseA,4,object-97,Training01,,2, ,,,,DREE,_01.png,_02.png,,DREE_TA_01.png,DREE_TA_02.png,DREETA,,,,,,,,,,,,,,,,,,
23,1686659502309,13/06/2023 12:31:42,1686663102309,1,13/06/2023 14:31:42,136362,2,task-5j4a,,30034513,611e1cf011c9f05d6990d4ae,8944653,,complete,,64886e30ffe82789ab697fbf,computer,Desktop or Laptop,Windows 10,Chrome 114.0.0.0,1920x1080,1920x961,,Noun-Number Training (Clone),1,Noun Number Training,11,Training01,Training01,34efq7,1,response,PHAITU,3108.183000000019,7961.794999999984,7972.82999999926,3108.183000000019,7961.794999999984,7972.82999999926,1,3108.183000000019,4864.6469999992405,0,,Single Text Entry,TextResponseA,4,object-97,Training01,,2, ,,,,PHAI,_01.png,_02.png,,PHAI_TU_01.png,PHAI_TU_02.png,PHAITU,,,,,,,,,,,,,,,,,,
24,1686659509829,13/06/2023 12:31:49,1686663109829,1,13/06/2023 14:31:49,136362,2,task-5j4a,,30034513,611e1cf011c9f05d6990d4ae,8944653,,complete,,64886e30ffe82789ab697fbf,computer,Desktop or Laptop,Windows 10,Chrome 114.0.0.0,1920x1080,1920x961,,Noun-Number Training (Clone),1,Noun Number Training,12,Training01,Training01,34efq7,1,response,SNURTA,3457.420000000042,7513.417000000016,7530.116000000038,3457.420000000042,7513.417000000016,7530.116000000038,1,3457.420000000042,4072.6959999999963,0,,Single Text Entry,TextResponseA,4,object-97,Training01,,2, ,,,,SNUR,_01.png,_02.png,,SNUR_TA_01.png,SNUR_TA_02.png,SNURTA,,,,,,,,,,,,,,,,,,
25,1686659517797,13/06/2023 12:31:57,1686663117797,1,13/06/2023 14:31:57,136362,2,task-5j4a,,30034513,611e1cf011c9f05d6990d4ae,8944653,,complete,,64886e30ffe82789ab697fbf,computer,Desktop or Laptop,Windows 10,Chrome 114.0.0.0,1920x1080,1920x961,,Noun-Number Training (Clone),1,Noun Number Training,13,Training01,Training01,34efq7,1,response,CHORTA,2194.17300000001,7978.950000000012,7985.7179999988875,2194.17300000001,7978.950000000012,7985.7179999988875,1,2194.17300000001,5791.544999998878,0,,Single Text Entry,TextResponseA,4,object-97,Training01,,3, ,,,,CHOR,_01.png,_02.png,,CHOR_TA_01.png,CHOR_TA_02.png,CHORTA,,,,,,,,,,,,,,,,,,
26,1686659524326,13/06/2023 12:32:04,1686663124326,1,13/06/2023 14:32:04,136362,2,task-5j4a,,30034513,611e1cf011c9f05d6990d4ae,8944653,,complete,,64886e30ffe82789ab697fbf,computer,Desktop or Laptop,Windows 10,Chrome 114.0.0.0,1920x1080,1920x961,,Noun-Number Training (Clone),1,Noun Number Training,14,Training01,Training01,34efq7,1,response,PHAITA,2210.6539999999804,6532.589999999967,6534.868000000366,2210.6539999999804,6532.589999999967,6534.868000000366,1,2210.6539999999804,4324.214000000386,0,,Single Text Entry,TextResponseA,4,object-97,Training01,,3, ,,,,PHAI,_01.png,_02.png,,PHAI_TA_01.png,PHAI_TA_02.png,PHAITA,,,,,,,,,,,,,,,,,,
27,1686659741415,13/06/2023 12:35:41,1686663341415,1,13/06/2023 14:35:41,136362,2,task-5j4a,,30034513,611e1cf011c9f05d6990d4ae,8944653,,complete,,64886e30ffe82789ab697fbf,computer,Desktop or Laptop,Windows 10,Chrome 114.0.0.0,1920x1080,1920x961,,Noun-Number Training (Clone),1,Noun Number Training,15,Training01,Training01,34efq7,1,response,STOOTU,213048.75600000005,217087.96500000003,217091.6779999989,213048.75600000005,217087.96500000003,217091.6779999989,1,213048.75600000005,4042.9219999988563,0,,Single Text Entry,TextResponseA,4,object-97,Training01,,3, ,,,,STOO,_01.png,_02.png,,STOO_TU_01.png,STOO_TU_02.png,STOOTU,,,,,,,,,,,,,,,,,,
28,1686659747943,13/06/2023 12:35:47,1686663347943,1,13/06/2023 14:35:47,136362,2,task-5j4a,,30034513,611e1cf011c9f05d6990d4ae,8944653,,complete,,64886e30ffe82789ab697fbf,computer,Desktop or Laptop,Windows 10,Chrome 114.0.0.0,1920x1080,1920x961,,Noun-Number Training (Clone),1,Noun Number Training,16,Training01,Training01,34efq7,1,response,DREETU,2459.8429999999935,6515.735999999975,6531.9130000000005,2459.8429999999935,6515.735999999975,6531.9130000000005,1,2459.8429999999935,4072.070000000007,0,,Single Text Entry,TextResponseA,4,object-97,Training01,,3, ,,,,DREE,_01.png,_02.png,,DREE_TU_01.png,DREE_TU_02.png,DREETU,,,,,,,,,,,,,,,,,,
29,1686659759055,13/06/2023 12:35:59,1686663359055,1,13/06/2023 14:35:59,136362,2,task-5j4a,,30034513,611e1cf011c9f05d6990d4ae,8944653,,complete,,64886e30ffe82789ab697fbf,computer,Desktop or Laptop,Windows 10,Chrome 114.0.0.0,1920x1080,1920x961,,Noun-Number Training (Clone),1,Noun Number Training,17,Training01,Training01,34efq7,1,response,SNURTI,2709.662000000011,11120.300999999978,11128.37699999928,2709.662000000011,11120.300999999978,11128.37699999928,1,2709.662000000011,8418.714999999269,0,,Single Text Entry,TextResponseA,4,object-97,Training01,,3, ,,,,SNUR,_01.png,_02.png,,SNUR_TI_01.png,SNUR_TI_02.png,SNURTI,,,,,,,,,,,,,,,,,,
30,1686659772151,13/06/2023 12:36:12,1686663372151,1,13/06/2023 14:36:12,136362,2,task-5j4a,,30034513,611e1cf011c9f05d6990d4ae,8944653,,complete,,64886e30ffe82789ab697fbf,computer,Desktop or Laptop,Windows 10,Chrome 114.0.0.0,1920x1080,1920x961,,Noun-Number Training (Clone),1,Noun Number Training,18,Training01,Training01,34efq7,1,response,BLARTI,6217.050000000047,13098.693000000087,13103.77600000042,6217.050000000047,13098.693000000087,13103.77600000042,1,6217.050000000047,6886.7260000003735,0,,Single Text Entry,TextResponseA,4,object-97,Training01,,3, ,,,,BLAR,_01.png,_02.png,,BLAR_TI_01.png,BLAR_TI_02.png,BLARTI,,,,,,,,,,,,,,,,,,
31,1686659772158,13/06/2023 12:36:12,1686663372158,1,13/06/2023 14:36:12,136362,2,task-5j4a,,30034513,611e1cf011c9f05d6990d4ae,8944653,,complete,,64886e30ffe82789ab697fbf,computer,Desktop or Laptop,Windows 10,Chrome 114.0.0.0,1920x1080,1920x961,,Noun-Number Training (Clone),1,Noun Number Training,,,,,,5,END,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1686659234924,13/06/2023 12:27:14,1686662834924,1,13/06/2023 14:27:14,136362,2,task-5j4a,,30034512,6155eee8e147bde75c52d48f,8944652,,complete,,64886e9fb5c3f7dbe15c6c4d,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 114.0.0.0,1440x900,1386x796,,Noun-Number Training (Clone),1,Noun Number Training,,,,,,5,BEGIN,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,1686659240197,13/06/2023 12:27:20,1686662840197,1,13/06/2023 14:27:20,136362,2,task-5j4a,,30034512,6155eee8e147bde75c52d48f,8944652,,complete,,64886e9fb5c3f7dbe15c6c4d,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 114.0.0.0,1440x900,1386x796,,Noun-Number Training (Clone),1,Noun Number Training,1,Instructions01,Instructions1,l6tegj,1,continue,,5297.203000190735,5283.753000000001,5297.203000190735,5297.203000190735,5283.753000000001,5297.203000190735,1,5297.203000190735,0,0,,Click To Continue,Continue Button,2,object-8,Instructions01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,1686659241593,13/06/2023 12:27:21,1686662841593,1,13/06/2023 14:27:21,136362,2,task-5j4a,,30034512,6155eee8e147bde75c52d48f,8944652,,complete,,64886e9fb5c3f7dbe15c6c4d,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 114.0.0.0,1440x900,1386x796,,Noun-Number Training (Clone),1,Noun Number Training,1,Instructions01,Instructions2,m22b5k,2,continue,,1410.249999427795,1399.9439999999995,1410.249999427795,1410.249999427795,1399.9439999999995,1410.249999427795,1,1410.249999427795,0,0,,Click To Continue,Continue Button,2,object-26,Instructions01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1686659242885,13/06/2023 12:27:22,1686662842885,1,13/06/2023 14:27:22,136362,2,task-5j4a,,30034512,6155eee8e147bde75c52d48f,8944652,,complete,,64886e9fb5c3f7dbe15c6c4d,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 114.0.0.0,1440x900,1386x796,,Noun-Number Training (Clone),1,Noun Number Training,1,Instructions01,Instructions3,1nixcc,3,continue,,1299.9479999999985,1283.2819999999992,1299.9479999999985,1299.9479999999985,1283.2819999999992,1299.9479999999985,1,1299.9479999999985,0,0,,Click To Continue,Continue Button,2,object-126,Instructions01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,1686659244738,13/06/2023 12:27:24,1686662844738,1,13/06/2023 14:27:24,136362,2,task-5j4a,,30034512,6155eee8e147bde75c52d48f,8944652,,complete,,64886e9fb5c3f7dbe15c6c4d,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 114.0.0.0,1440x900,1386x796,,Noun-Number Training (Clone),1,Noun Number Training,1,Instructions01,Instructions4,8v99zt,4,continue,,1866.5920000000024,1849.9260000000013,1866.5920000000024,1866.5920000000024,1849.9260000000013,1866.5920000000024,1,1866.5920000000024,0,0,,Click To Continue,Continue Button,2,object-122,Instructions01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,1686659247507,13/06/2023 12:27:27,1686662847507,1,13/06/2023 14:27:27,136362,2,task-5j4a,,30034512,6155eee8e147bde75c52d48f,8944652,,complete,,64886e9fb5c3f7dbe15c6c4d,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 114.0.0.0,1440x900,1386x796,,Noun-Number Training (Clone),1,Noun Number Training,1,Instructions01,Instructions5,ipt5mm,5,continue,,2791.1979998092647,2783.2219999999998,2791.1979998092647,2791.1979998092647,2783.2219999999998,2791.1979998092647,1,2791.1979998092647,0,0,,Click To Continue,Continue Button,2,object-32,Instructions01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,1686659249170,13/06/2023 12:27:29,1686662849170,1,13/06/2023 14:27:29,136362,2,task-5j4a,,30034512,6155eee8e147bde75c52d48f,8944652,,complete,,64886e9fb5c3f7dbe15c6c4d,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 114.0.0.0,1440x900,1386x796,,Noun-Number Training (Clone),1,Noun Number Training,1,Instructions01,Instructions6,9ur7d5,6,continue,,1667.2409999999963,1650.574999999999,1667.2409999999963,1667.2409999999963,1650.574999999999,1667.2409999999963,1,1667.2409999999963,0,0,,Click To Continue,Continue Button,2,object-91,Instructions01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,1686659260123,13/06/2023 12:27:40,1686662860123,1,13/06/2023 14:27:40,136362,2,task-5j4a,,30034512,6155eee8e147bde75c52d48f,8944652,,complete,,64886e9fb5c3f7dbe15c6c4d,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 114.0.0.0,1440x900,1386x796,,Noun-Number Training (Clone),1,Noun Number Training,1,Instructions01,Instructions7,rts1od,7,continue,,10972.900999809266,10966.916000000001,10972.900999809266,10972.900999809266,10966.916000000001,10972.900999809266,1,10972.900999809266,0,0,,Click To Continue,Continue Button,3,object-151,Instructions01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,1686659260128,13/06/2023 12:27:40,1686662860128,1,13/06/2023 14:27:40,136362,2,task-5j4a,,30034512,6155eee8e147bde75c52d48f,8944652,,complete,,64886e9fb5c3f7dbe15c6c4d,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 114.0.0.0,1440x900,1386x796,,Noun-Number Training (Clone),1,Noun Number Training,1,Instructions01,Instructions7,rts1od,7,response,23,5333.120000000003,10966.916000000001,10978.001000190736,5333.120000000003,10966.916000000001,10978.001000190736,1,5333.120000000003,5644.881000190733,0,,Dropdown,Age,2,object-150,Instructions01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,1686659260128,13/06/2023 12:27:40,1686662860128,1,13/06/2023 14:27:40,136362,2,task-5j4a,,30034512,6155eee8e147bde75c52d48f,8944652,,complete,,64886e9fb5c3f7dbe15c6c4d,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 114.0.0.0,1440x900,1386x796,,Noun-Number Training (Clone),1,Noun Number Training,1,Instructions01,Instructions7,rts1od,7,response,Female,7066.384000000002,10966.916000000001,10978.900999809266,7066.384000000002,10966.916000000001,10978.900999809266,1,7066.384000000002,3912.5169998092642,0,,Dropdown,Gender,5,object-154,Instructions01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,1686659260129,13/06/2023 12:27:40,1686662860129,1,13/06/2023 14:27:40,136362,2,task-5j4a,,30034512,6155eee8e147bde75c52d48f,8944652,,complete,,64886e9fb5c3f7dbe15c6c4d,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 114.0.0.0,1440x900,1386x796,,Noun-Number Training (Clone),1,Noun Number Training,1,Instructions01,Instructions7,rts1od,7,response,Right-handed,10299.588,10966.916000000001,10979.800999427796,10299.588,10966.916000000001,10979.800999427796,1,10299.588,680.2129994277966,0,,Dropdown,Handedness,7,object-156,Instructions01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
