Event Index,UTC Timestamp,UTC Date,Local Timestamp,Local Timezone,Local Date,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,Spreadsheet,Trial Number,Display,Screen,Screen ID,Screen Counter,Response Type,Response,Onset Time,Clock Time,Reaction Time,Absolute Onset Time,Absolute Clock Time,Absolute Reaction Time,Correct,Response Onset,Response Duration,Proportion,Tag,Component Name,Object Name,Object Number,Object ID,Spreadsheet: display,Spreadsheet: randomise_blocks,Spreadsheet: randomise_trials,Spreadsheet: ShowProgressBar,Spreadsheet: VERB,Spreadsheet: _,Spreadsheet: NUM,Spreadsheet: NOUN,Spreadsheet: _01,Spreadsheet: _02,Spreadsheet: _BLOT,Spreadsheet: AlienCountA,Spreadsheet: AlienCountB,Spreadsheet: TextResponseA,Spreadsheet: AlienTestCount03,Spreadsheet: Test01Option01,Spreadsheet: Test01Option02,Spreadsheet: Train02Picture01,Spreadsheet: Train02Picture02,Spreadsheet: TextTraining02,Spreadsheet: Test02Picture01,Spreadsheet: Test02Option01,Spreadsheet: Test02Option02,Spreadsheet: ,Spreadsheet: TestCorrectAnswer,Spreadsheet: Age,Spreadsheet: Gender,Spreadsheet: Handedness,Manipulation: Spreadsheet,Store: NounNumberTrain,Store: NounNumberCorrect,Store: NounNumberTotal
12,1686659541914,13/06/2023 12:32:21,1686663141914,1,13/06/2023 14:32:21,136362,2,task-5j4a,,30034512,6155eee8e147bde75c52d48f,8944652,,complete,,64886e9fb5c3f7dbe15c6c4d,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 114.0.0.0,1440x900,1386x796,,Noun-Number Training (Clone),1,Noun Number Training,1,Instructions01,Instructions8,q3gk2e,8,continue,,281803.6849996185,281788.257,281803.6849996185,281803.6849996185,281788.257,281803.6849996185,1,281803.6849996185,0,0,,Click To Continue,Continue Button,2,object-75,Instructions01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,1686659559583,13/06/2023 12:32:39,1686663159583,1,13/06/2023 14:32:39,136362,2,task-5j4a,,30034512,6155eee8e147bde75c52d48f,8944652,,complete,,64886e9fb5c3f7dbe15c6c4d,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 114.0.0.0,1440x900,1386x796,,Noun-Number Training (Clone),1,Noun Number Training,1,Training01,Training01,34efq7,1,response,STOOTA,2833.219999999972,17666.54800000001,17683.214000000036,2833.219999999972,17666.54800000001,17683.214000000036,1,2833.219999999972,14849.994000000064,0,,Single Text Entry,TextResponseA,4,object-97,Training01,,1, ,,,,STOO,_01.png,_02.png,,STOO_TA_01.png,STOO_TA_02.png,STOOTA,,,,,,,,,,,,,,,,,,
14,1686659565989,13/06/2023 12:32:45,1686663165989,1,13/06/2023 14:32:45,136362,2,task-5j4a,,30034512,6155eee8e147bde75c52d48f,8944652,,complete,,64886e9fb5c3f7dbe15c6c4d,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 114.0.0.0,1440x900,1386x796,,Noun-Number Training (Clone),1,Noun Number Training,2,Training01,Training01,34efq7,1,response,CHORTU,2133.837999999989,6417,6424.379999618512,2133.837999999989,6417,6424.379999618512,1,2133.837999999989,4290.541999618523,0,,Single Text Entry,TextResponseA,4,object-97,Training01,,1, ,,,,CHOR,_01.png,_02.png,,CHOR_TU_01.png,CHOR_TU_02.png,CHORTU,,,,,,,,,,,,,,,,,,
15,1686659572188,13/06/2023 12:32:52,1686663172188,1,13/06/2023 14:32:52,136362,2,task-5j4a,,30034512,6155eee8e147bde75c52d48f,8944652,,complete,,64886e9fb5c3f7dbe15c6c4d,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 114.0.0.0,1440x900,1386x796,,Noun-Number Training (Clone),1,Noun Number Training,3,Training01,Training01,34efq7,1,response,PHAITI,2066.5839999999735,6200.343999999983,6207.079999427777,2066.5839999999735,6200.343999999983,6207.079999427777,1,2066.5839999999735,4140.495999427803,0,,Single Text Entry,TextResponseA,4,object-97,Training01,,1, ,,,,PHAI,_01.png,_02.png,,PHAI_TI_01.png,PHAI_TI_02.png,PHAITI,,,,,,,,,,,,,,,,,,
16,1686659577240,13/06/2023 12:32:57,1686663177240,1,13/06/2023 14:32:57,136362,2,task-5j4a,,30034512,6155eee8e147bde75c52d48f,8944652,,complete,,64886e9fb5c3f7dbe15c6c4d,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 114.0.0.0,1440x900,1386x796,,Noun-Number Training (Clone),1,Noun Number Training,4,Training01,Training01,34efq7,1,response,SNURTU,2949.8819999999832,5049.79800000001,5058.535999618529,2949.8819999999832,5049.79800000001,5058.535999618529,1,2949.8819999999832,2108.6539996185456,0,,Single Text Entry,TextResponseA,4,object-97,Training01,,1, ,,,,SNUR,_01.png,_02.png,,SNUR_TU_01.png,SNUR_TU_02.png,SNURTU,,,,,,,,,,,,,,,,,,
17,1686659584555,13/06/2023 12:33:04,1686663184555,1,13/06/2023 14:33:04,136362,2,task-5j4a,,30034512,6155eee8e147bde75c52d48f,8944652,,complete,,64886e9fb5c3f7dbe15c6c4d,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 114.0.0.0,1440x900,1386x796,,Noun-Number Training (Clone),1,Noun Number Training,5,Training01,Training01,34efq7,1,response,BLARTA,2533.23199999996,7316.9619999999995,7324.037999809254,2533.23199999996,7316.9619999999995,7324.037999809254,1,2533.23199999996,4790.805999809294,0,,Single Text Entry,TextResponseA,4,object-97,Training01,,1,,,,,BLAR,_01.png,_02.png,,BLAR_TA_01.png,BLAR_TA_02.png,BLARTA,,,,,,,,,,,,,,,,,,
18,1686659592016,13/06/2023 12:33:12,1686663192016,1,13/06/2023 14:33:12,136362,2,task-5j4a,,30034512,6155eee8e147bde75c52d48f,8944652,,complete,,64886e9fb5c3f7dbe15c6c4d,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 114.0.0.0,1440x900,1386x796,,Noun-Number Training (Clone),1,Noun Number Training,6,Training01,Training01,34efq7,1,response,DREETI,1366.6119999999646,7449.70199999999,7466.368000000017,1366.6119999999646,7449.70199999999,7466.368000000017,1,1366.6119999999646,6099.756000000052,0,,Single Text Entry,TextResponseA,4,object-97,Training01,,1, ,,,,DREE,_01.png,_02.png,,DREE_TI_01.png,DREE_TI_02.png,DREETI,,,,,,,,,,,,,,,,,,
19,1686659596552,13/06/2023 12:33:16,1686663196552,1,13/06/2023 14:33:16,136362,2,task-5j4a,,30034512,6155eee8e147bde75c52d48f,8944652,,complete,,64886e9fb5c3f7dbe15c6c4d,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 114.0.0.0,1440x900,1386x796,,Noun-Number Training (Clone),1,Noun Number Training,7,Training01,Training01,34efq7,1,response,CHORTI,2233.842000000004,4533.75,4550.4160000000265,2233.842000000004,4533.75,4550.4160000000265,1,2233.842000000004,2316.5740000000224,0,,Single Text Entry,TextResponseA,4,object-97,Training01,,2, ,,,,CHOR,_01.png,_02.png,,CHOR_TI_01.png,CHOR_TI_02.png,CHORTI,,,,,,,,,,,,,,,,,,
20,1686659601347,13/06/2023 12:33:21,1686663201347,1,13/06/2023 14:33:21,136362,2,task-5j4a,,30034512,6155eee8e147bde75c52d48f,8944652,,complete,,64886e9fb5c3f7dbe15c6c4d,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 114.0.0.0,1440x900,1386x796,,Noun-Number Training (Clone),1,Noun Number Training,8,Training01,Training01,34efq7,1,response,SNURTA,1916.5900000000256,4799.808000000019,4816.323999618529,1916.5900000000256,4799.808000000019,4816.323999618529,1,1916.5900000000256,2899.7339996185037,0,,Single Text Entry,TextResponseA,4,object-97,Training01,,2, ,,,,SNUR,_01.png,_02.png,,SNUR_TA_01.png,SNUR_TA_02.png,SNURTA,,,,,,,,,,,,,,,,,,
21,1686659607070,13/06/2023 12:33:27,1686663207070,1,13/06/2023 14:33:27,136362,2,task-5j4a,,30034512,6155eee8e147bde75c52d48f,8944652,,complete,,64886e9fb5c3f7dbe15c6c4d,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 114.0.0.0,1440x900,1386x796,,Noun-Number Training (Clone),1,Noun Number Training,9,Training01,Training01,34efq7,1,response,BLARTU,2967.1419999999925,5733.697999999975,5739.61599999998,2967.1419999999925,5733.697999999975,5739.61599999998,1,2967.1419999999925,2772.4739999999874,0,,Single Text Entry,TextResponseA,4,object-97,Training01,,2, ,,,,BLAR,_01.png,_02.png,,BLAR_TU_01.png,BLAR_TU_02.png,BLARTU,,,,,,,,,,,,,,,,,,
22,1686659610180,13/06/2023 12:33:30,1686663210180,1,13/06/2023 14:33:30,136362,2,task-5j4a,,30034512,6155eee8e147bde75c52d48f,8944652,,complete,,64886e9fb5c3f7dbe15c6c4d,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 114.0.0.0,1440x900,1386x796,,Noun-Number Training (Clone),1,Noun Number Training,10,Training01,Training01,34efq7,1,response,DREETA,1833.2600000000093,3099.8759999999893,3115.3179996185354,1833.2600000000093,3099.8759999999893,3115.3179996185354,1,1833.2600000000093,1282.057999618526,0,,Single Text Entry,TextResponseA,4,object-97,Training01,,2, ,,,,DREE,_01.png,_02.png,,DREE_TA_01.png,DREE_TA_02.png,DREETA,,,,,,,,,,,,,,,,,,
23,1686659614814,13/06/2023 12:33:34,1686663214814,1,13/06/2023 14:33:34,136362,2,task-5j4a,,30034512,6155eee8e147bde75c52d48f,8944652,,complete,,64886e9fb5c3f7dbe15c6c4d,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 114.0.0.0,1440x900,1386x796,,Noun-Number Training (Clone),1,Noun Number Training,11,Training01,Training01,34efq7,1,response,STOOTI,2883.7999999999884,4633.73000000004,4650.396000000066,2883.7999999999884,4633.73000000004,4650.396000000066,1,2883.7999999999884,1766.5960000000778,0,,Single Text Entry,TextResponseA,4,object-97,Training01,,2, ,,,,STOO,_01.png,_02.png,,STOO_TI_01.png,STOO_TI_02.png,STOOTI,,,,,,,,,,,,,,,,,,
24,1686659620056,13/06/2023 12:33:40,1686663220056,1,13/06/2023 14:33:40,136362,2,task-5j4a,,30034512,6155eee8e147bde75c52d48f,8944652,,complete,,64886e9fb5c3f7dbe15c6c4d,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 114.0.0.0,1440x900,1386x796,,Noun-Number Training (Clone),1,Noun Number Training,12,Training01,Training01,34efq7,1,response,PHAITU,1583.2699999999604,5249.789999999979,5258.112000190711,1583.2699999999604,5249.789999999979,5258.112000190711,1,1583.2699999999604,3674.8420001907507,0,,Single Text Entry,TextResponseA,4,object-97,Training01,,2, ,,,,PHAI,_01.png,_02.png,,PHAI_TU_01.png,PHAI_TU_02.png,PHAITU,,,,,,,,,,,,,,,,,,
25,1686659627028,13/06/2023 12:33:47,1686663227028,1,13/06/2023 14:33:47,136362,2,task-5j4a,,30034512,6155eee8e147bde75c52d48f,8944652,,complete,,64886e9fb5c3f7dbe15c6c4d,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 114.0.0.0,1440x900,1386x796,,Noun-Number Training (Clone),1,Noun Number Training,13,Training01,Training01,34efq7,1,response,PHAITA,3467.1080000000075,6966.9679999999935,6980.4219996185275,3467.1080000000075,6966.9679999999935,6980.4219996185275,1,3467.1080000000075,3513.31399961852,0,,Single Text Entry,TextResponseA,4,object-97,Training01,,3, ,,,,PHAI,_01.png,_02.png,,PHAI_TA_01.png,PHAI_TA_02.png,PHAITA,,,,,,,,,,,,,,,,,,
26,1686659630397,13/06/2023 12:33:50,1686663230397,1,13/06/2023 14:33:50,136362,2,task-5j4a,,30034512,6155eee8e147bde75c52d48f,8944652,,complete,,64886e9fb5c3f7dbe15c6c4d,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 114.0.0.0,1440x900,1386x796,,Noun-Number Training (Clone),1,Noun Number Training,14,Training01,Training01,34efq7,1,response,CHORTA,1699.9320000000298,3366.5320000000065,3383.153999427799,1699.9320000000298,3366.5320000000065,3383.153999427799,1,1699.9320000000298,1683.2219994277693,0,,Single Text Entry,TextResponseA,4,object-97,Training01,,3, ,,,,CHOR,_01.png,_02.png,,CHOR_TA_01.png,CHOR_TA_02.png,CHORTA,,,,,,,,,,,,,,,,,,
27,1686659635384,13/06/2023 12:33:55,1686663235384,1,13/06/2023 14:33:55,136362,2,task-5j4a,,30034512,6155eee8e147bde75c52d48f,8944652,,complete,,64886e9fb5c3f7dbe15c6c4d,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 114.0.0.0,1440x900,1386x796,,Noun-Number Training (Clone),1,Noun Number Training,15,Training01,Training01,34efq7,1,response,DREETU,2633.228000000003,4983.712999999989,5000.378999999957,2633.228000000003,4983.712999999989,5000.378999999957,1,2633.228000000003,2367.1509999999544,0,,Single Text Entry,TextResponseA,4,object-97,Training01,,3, ,,,,DREE,_01.png,_02.png,,DREE_TU_01.png,DREE_TU_02.png,DREETU,,,,,,,,,,,,,,,,,,
28,1686659640615,13/06/2023 12:34:00,1686663240615,1,13/06/2023 14:34:00,136362,2,task-5j4a,,30034512,6155eee8e147bde75c52d48f,8944652,,complete,,64886e9fb5c3f7dbe15c6c4d,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 114.0.0.0,1440x900,1386x796,,Noun-Number Training (Clone),1,Noun Number Training,16,Training01,Training01,34efq7,1,response,STOOTU,2933.216000000015,5233.124000000011,5249.790000000037,2933.216000000015,5233.124000000011,5249.790000000037,1,2933.216000000015,2316.5740000000224,0,,Single Text Entry,TextResponseA,4,object-97,Training01,,3, ,,,,STOO,_01.png,_02.png,,STOO_TU_01.png,STOO_TU_02.png,STOOTU,,,,,,,,,,,,,,,,,,
29,1686659644741,13/06/2023 12:34:04,1686663244741,1,13/06/2023 14:34:04,136362,2,task-5j4a,,30034512,6155eee8e147bde75c52d48f,8944652,,complete,,64886e9fb5c3f7dbe15c6c4d,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 114.0.0.0,1440x900,1386x796,,Noun-Number Training (Clone),1,Noun Number Training,17,Training01,Training01,34efq7,1,response,BLARTI,1716.5979999999981,4133.744999999995,4143.584999618528,1716.5979999999981,4133.744999999995,4143.584999618528,1,1716.5979999999981,2426.98699961853,0,,Single Text Entry,TextResponseA,4,object-97,Training01,,3, ,,,,BLAR,_01.png,_02.png,,BLAR_TI_01.png,BLAR_TI_02.png,BLARTI,,,,,,,,,,,,,,,,,,
30,1686659650841,13/06/2023 12:34:10,1686663250841,1,13/06/2023 14:34:10,136362,2,task-5j4a,,30034512,6155eee8e147bde75c52d48f,8944652,,complete,,64886e9fb5c3f7dbe15c6c4d,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 114.0.0.0,1440x900,1386x796,,Noun-Number Training (Clone),1,Noun Number Training,18,Training01,Training01,34efq7,1,response,SNURTI,3416.530000000028,6099.755999999994,6110.339999618533,3416.530000000028,6099.755999999994,6110.339999618533,1,3416.530000000028,2693.8099996185047,0,,Single Text Entry,TextResponseA,4,object-97,Training01,,3, ,,,,SNUR,_01.png,_02.png,,SNUR_TI_01.png,SNUR_TI_02.png,SNURTI,,,,,,,,,,,,,,,,,,
31,1686659650847,13/06/2023 12:34:10,1686663250847,1,13/06/2023 14:34:10,136362,2,task-5j4a,,30034512,6155eee8e147bde75c52d48f,8944652,,complete,,64886e9fb5c3f7dbe15c6c4d,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 114.0.0.0,1440x900,1386x796,,Noun-Number Training (Clone),1,Noun Number Training,,,,,,5,END,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1686659216631,13/06/2023 12:26:56,1686662816631,1,13/06/2023 14:26:56,136362,2,task-5j4a,,30034492,578ce1bdc9abeb0001af3163,8944645,,complete,,64886e896545fbce33b71b34,computer,Desktop or Laptop,Windows 10,Chrome 114.0.0.0,1920x1080,1920x977,,Noun-Number Training (Clone),1,Noun Number Training,,,,,,5,BEGIN,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,1686659219744,13/06/2023 12:26:59,1686662819744,1,13/06/2023 14:26:59,136362,2,task-5j4a,,30034492,578ce1bdc9abeb0001af3163,8944645,,complete,,64886e896545fbce33b71b34,computer,Desktop or Laptop,Windows 10,Chrome 114.0.0.0,1920x1080,1920x977,,Noun-Number Training (Clone),1,Noun Number Training,1,Instructions01,Instructions1,l6tegj,1,continue,,3136.474,3119.7780000000002,3136.474,3136.474,3119.7780000000002,3136.474,1,3136.474,0,0,,Click To Continue,Continue Button,2,object-8,Instructions01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,1686659222076,13/06/2023 12:27:02,1686662822076,1,13/06/2023 14:27:02,136362,2,task-5j4a,,30034492,578ce1bdc9abeb0001af3163,8944645,,complete,,64886e896545fbce33b71b34,computer,Desktop or Laptop,Windows 10,Chrome 114.0.0.0,1920x1080,1920x977,,Noun-Number Training (Clone),1,Noun Number Training,1,Instructions01,Instructions2,m22b5k,2,continue,,2350.8709999970197,2335.6679999999997,2350.8709999970197,2350.8709999970197,2335.6679999999997,2350.8709999970197,1,2350.8709999970197,0,0,,Click To Continue,Continue Button,2,object-26,Instructions01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1686659222756,13/06/2023 12:27:02,1686662822756,1,13/06/2023 14:27:02,136362,2,task-5j4a,,30034492,578ce1bdc9abeb0001af3163,8944645,,complete,,64886e896545fbce33b71b34,computer,Desktop or Laptop,Windows 10,Chrome 114.0.0.0,1920x1080,1920x977,,Noun-Number Training (Clone),1,Noun Number Training,1,Instructions01,Instructions3,1nixcc,3,continue,,695.0029999940398,684.04,695.0029999940398,695.0029999940398,684.04,695.0029999940398,1,695.0029999940398,0,0,,Click To Continue,Continue Button,2,object-126,Instructions01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,1686659224285,13/06/2023 12:27:04,1686662824285,1,13/06/2023 14:27:04,136362,2,task-5j4a,,30034492,578ce1bdc9abeb0001af3163,8944645,,complete,,64886e896545fbce33b71b34,computer,Desktop or Laptop,Windows 10,Chrome 114.0.0.0,1920x1080,1920x977,,Noun-Number Training (Clone),1,Noun Number Training,1,Instructions01,Instructions4,8v99zt,4,continue,,1540.2630000059607,1534.8180000000002,1540.2630000059607,1540.2630000059607,1534.8180000000002,1540.2630000059607,1,1540.2630000059607,0,0,,Click To Continue,Continue Button,2,object-122,Instructions01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,1686659225096,13/06/2023 12:27:05,1686662825096,1,13/06/2023 14:27:05,136362,2,task-5j4a,,30034492,578ce1bdc9abeb0001af3163,8944645,,complete,,64886e896545fbce33b71b34,computer,Desktop or Laptop,Windows 10,Chrome 114.0.0.0,1920x1080,1920x977,,Noun-Number Training (Clone),1,Noun Number Training,1,Instructions01,Instructions5,ipt5mm,5,continue,,816.3449999970198,800.7839999999997,816.3449999970198,816.3449999970198,800.7839999999997,816.3449999970198,1,816.3449999970198,0,0,,Click To Continue,Continue Button,2,object-32,Instructions01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,1686659226594,13/06/2023 12:27:06,1686662826594,1,13/06/2023 14:27:06,136362,2,task-5j4a,,30034492,578ce1bdc9abeb0001af3163,8944645,,complete,,64886e896545fbce33b71b34,computer,Desktop or Laptop,Windows 10,Chrome 114.0.0.0,1920x1080,1920x977,,Noun-Number Training (Clone),1,Noun Number Training,1,Instructions01,Instructions6,9ur7d5,6,continue,,1513.0609999970202,1501.5519999999997,1513.0609999970202,1513.0609999970202,1501.5519999999997,1513.0609999970202,1,1513.0609999970202,0,0,,Click To Continue,Continue Button,2,object-91,Instructions01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,1686659233794,13/06/2023 12:27:13,1686662833794,1,13/06/2023 14:27:13,136362,2,task-5j4a,,30034492,578ce1bdc9abeb0001af3163,8944645,,complete,,64886e896545fbce33b71b34,computer,Desktop or Laptop,Windows 10,Chrome 114.0.0.0,1920x1080,1920x977,,Noun-Number Training (Clone),1,Noun Number Training,1,Instructions01,Instructions7,rts1od,7,continue,,7211.30899999404,7207.178000000002,7211.30899999404,7211.30899999404,7207.178000000002,7211.30899999404,1,7211.30899999404,0,0,,Click To Continue,Continue Button,3,object-151,Instructions01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,1686659233798,13/06/2023 12:27:13,1686662833798,1,13/06/2023 14:27:13,136362,2,task-5j4a,,30034492,578ce1bdc9abeb0001af3163,8944645,,complete,,64886e896545fbce33b71b34,computer,Desktop or Laptop,Windows 10,Chrome 114.0.0.0,1920x1080,1920x977,,Noun-Number Training (Clone),1,Noun Number Training,1,Instructions01,Instructions7,rts1od,7,response,29,3019.6900000000005,7207.178000000002,7215.5089999970205,3019.6900000000005,7207.178000000002,7215.5089999970205,1,3019.6900000000005,4195.81899999702,0,,Dropdown,Age,2,object-150,Instructions01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,1686659233798,13/06/2023 12:27:13,1686662833798,1,13/06/2023 14:27:13,136362,2,task-5j4a,,30034492,578ce1bdc9abeb0001af3163,8944645,,complete,,64886e896545fbce33b71b34,computer,Desktop or Laptop,Windows 10,Chrome 114.0.0.0,1920x1080,1920x977,,Noun-Number Training (Clone),1,Noun Number Training,1,Instructions01,Instructions7,rts1od,7,response,Male,4404.358,7207.178000000002,7216.30899999404,4404.358,7207.178000000002,7216.30899999404,1,4404.358,2811.95099999404,0,,Dropdown,Gender,5,object-154,Instructions01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,1686659233799,13/06/2023 12:27:13,1686662833799,1,13/06/2023 14:27:13,136362,2,task-5j4a,,30034492,578ce1bdc9abeb0001af3163,8944645,,complete,,64886e896545fbce33b71b34,computer,Desktop or Laptop,Windows 10,Chrome 114.0.0.0,1920x1080,1920x977,,Noun-Number Training (Clone),1,Noun Number Training,1,Instructions01,Instructions7,rts1od,7,response,Left-handed,5739.046,7207.178000000002,7217.109000005961,5739.046,7207.178000000002,7217.109000005961,1,5739.046,1478.063000005961,0,,Dropdown,Handedness,7,object-156,Instructions01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,1686659265457,13/06/2023 12:27:45,1686662865457,1,13/06/2023 14:27:45,136362,2,task-5j4a,,30034492,578ce1bdc9abeb0001af3163,8944645,,complete,,64886e896545fbce33b71b34,computer,Desktop or Laptop,Windows 10,Chrome 114.0.0.0,1920x1080,1920x977,,Noun-Number Training (Clone),1,Noun Number Training,1,Instructions01,Instructions8,q3gk2e,8,continue,,31667.33099999702,31664.975000000002,31667.33099999702,31667.33099999702,31664.975000000002,31667.33099999702,1,31667.33099999702,0,0,,Click To Continue,Continue Button,2,object-75,Instructions01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,1686659277187,13/06/2023 12:27:57,1686662877187,1,13/06/2023 14:27:57,136362,2,task-5j4a,,30034492,578ce1bdc9abeb0001af3163,8944645,,complete,,64886e896545fbce33b71b34,computer,Desktop or Laptop,Windows 10,Chrome 114.0.0.0,1920x1080,1920x977,,Noun-Number Training (Clone),1,Noun Number Training,1,Training01,Training01,34efq7,1,response,PHAITI,3503.476999999999,11711.688999999998,11728.370000000003,3503.476999999999,11711.688999999998,11728.370000000003,1,3503.476999999999,8224.893000000004,0,,Single Text Entry,TextResponseA,4,object-97,Training01,,1, ,,,,PHAI,_01.png,_02.png,,PHAI_TI_01.png,PHAI_TI_02.png,PHAITI,,,,,,,,,,,,,,,,,,
14,1686659284091,13/06/2023 12:28:04,1686662884091,1,13/06/2023 14:28:04,136362,2,task-5j4a,,30034492,578ce1bdc9abeb0001af3163,8944645,,complete,,64886e896545fbce33b71b34,computer,Desktop or Laptop,Windows 10,Chrome 114.0.0.0,1920x1080,1920x977,,Noun-Number Training (Clone),1,Noun Number Training,2,Training01,Training01,34efq7,1,response,CHORTU,1985.3229999999967,6923.626999999993,6925.567000002979,1985.3229999999967,6923.626999999993,6925.567000002979,1,1985.3229999999967,4940.244000002982,0,,Single Text Entry,TextResponseA,4,object-97,Training01,,1, ,,,,CHOR,_01.png,_02.png,,CHOR_TU_01.png,CHOR_TU_02.png,CHORTU,,,,,,,,,,,,,,,,,,
15,1686659291955,13/06/2023 12:28:11,1686662891955,1,13/06/2023 14:28:11,136362,2,task-5j4a,,30034492,578ce1bdc9abeb0001af3163,8944645,,complete,,64886e896545fbce33b71b34,computer,Desktop or Laptop,Windows 10,Chrome 114.0.0.0,1920x1080,1920x977,,Noun-Number Training (Clone),1,Noun Number Training,3,Training01,Training01,34efq7,1,response,SNURTU,3553.5100000000093,7857.774000000005,7865.339999994045,3553.5100000000093,7857.774000000005,7865.339999994045,1,3553.5100000000093,4311.8299999940355,0,,Single Text Entry,TextResponseA,4,object-97,Training01,,1, ,,,,SNUR,_01.png,_02.png,,SNUR_TU_01.png,SNUR_TU_02.png,SNURTU,,,,,,,,,,,,,,,,,,
16,1686659297580,13/06/2023 12:28:17,1686662897580,1,13/06/2023 14:28:17,136362,2,task-5j4a,,30034492,578ce1bdc9abeb0001af3163,8944645,,complete,,64886e896545fbce33b71b34,computer,Desktop or Laptop,Windows 10,Chrome 114.0.0.0,1920x1080,1920x977,,Noun-Number Training (Clone),1,Noun Number Training,4,Training01,Training01,34efq7,1,response,STOOTA,2202.225999999995,5622.316000000006,5632.56599999404,2202.225999999995,5622.316000000006,5632.56599999404,1,2202.225999999995,3430.339999994045,0,,Single Text Entry,TextResponseA,4,object-97,Training01,,1, ,,,,STOO,_01.png,_02.png,,STOO_TA_01.png,STOO_TA_02.png,STOOTA,,,,,,,,,,,,,,,,,,
17,1686659304150,13/06/2023 12:28:24,1686662904150,1,13/06/2023 14:28:24,136362,2,task-5j4a,,30034492,578ce1bdc9abeb0001af3163,8944645,,complete,,64886e896545fbce33b71b34,computer,Desktop or Laptop,Windows 10,Chrome 114.0.0.0,1920x1080,1920x977,,Noun-Number Training (Clone),1,Noun Number Training,5,Training01,Training01,34efq7,1,response,DREETI,2052.060999999987,6573.258999999991,6580.249999994034,2052.060999999987,6573.258999999991,6580.249999994034,1,2052.060999999987,4528.188999994047,0,,Single Text Entry,TextResponseA,4,object-97,Training01,,1, ,,,,DREE,_01.png,_02.png,,DREE_TI_01.png,DREE_TI_02.png,DREETI,,,,,,,,,,,,,,,,,,
