Event Index,UTC Timestamp,UTC Date,Local Timestamp,Local Timezone,Local Date,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,randomiser-3q16,Spreadsheet,Trial Number,Display,Screen,Screen ID,Screen Counter,Response Type,Response,Onset Time,Clock Time,Reaction Time,Absolute Onset Time,Absolute Clock Time,Absolute Reaction Time,Correct,Response Onset,Response Duration,Proportion,Tag,Component Name,Object Name,Object Number,Object ID,Spreadsheet: display,Spreadsheet: randomise_blocks,Spreadsheet: randomise_trials,Spreadsheet: ShowProgressBar,Spreadsheet: VERB,Spreadsheet: _,Spreadsheet: NUM,Spreadsheet: NOUN,Spreadsheet: _01,Spreadsheet: _02,Spreadsheet: _BLOT,Spreadsheet: AlienCountA,Spreadsheet: AlienCountB,Spreadsheet: TextResponseA,Spreadsheet: AlienTestCount03,Spreadsheet: Test01Option01,Spreadsheet: Test01Option02,Spreadsheet: Train02Picture01,Spreadsheet: Train02Picture02,Spreadsheet: TextTraining02,Spreadsheet: Test02Picture01,Spreadsheet: Test02Option01,Spreadsheet: Test02Option02,Spreadsheet: ,Spreadsheet: CorrectAnswer,Manipulation: Spreadsheet,Store: correct,Store: total
13,1685030591306,25/05/2023 16:03:11,1685034191306,1,25/05/2023 18:03:11,128616,14,task-h78t,,29725716,5b44a4d396bc8a0001a9c4db,8844133,,complete,,646f92288ddb7db4d0707a74,computer,Desktop or Laptop,Windows 10,Chrome 113.0.0.0,1280x720,1280x569,,Singular-Plural Testing,4,Singular-Plural,Singular Plural Testing,11,Testing,Testing,hvzr65,1,response,GOI_KE_PHAI_TA_02.png,1683.9729999999909,1666.8569999999963,1683.9729999999909,1683.9729999999909,1666.8569999999963,1683.9729999999909,0,1683.9729999999909,0,0,,Click Response,ResponseA,3,object-86,Testing,,2, ,GOI,_,KE,PHAI,,_02.png,_BLOT.png,,,,,,,,,,GOI_KE_PHAI_BLOT.png,GOI_KE_PHAI_TA_02.png,GOI_KE_PHAI_TI_02.png,,GOI_KE_PHAI_TI_02.png,,,
14,1685030592730,25/05/2023 16:03:12,1685034192730,1,25/05/2023 18:03:12,128616,14,task-h78t,,29725716,5b44a4d396bc8a0001a9c4db,8844133,,complete,,646f92288ddb7db4d0707a74,computer,Desktop or Laptop,Windows 10,Chrome 113.0.0.0,1280x720,1280x569,,Singular-Plural Testing,4,Singular-Plural,Singular Plural Testing,12,Testing,Testing,hvzr65,1,response,PAU_KE_BLAR_TA_02.png,1442.2490000000034,1432.869000000006,1442.2490000000034,1442.2490000000034,1432.869000000006,1442.2490000000034,1,1442.2490000000034,0,0,,Click Response,ResponseA,3,object-86,Testing,,2, ,PAU,_,KE,BLAR,,_02.png,_BLOT.png,,,,,,,,,,PAU_KE_BLAR_BLOT.png,PAU_KE_BLAR_TA_02.png,PAU_KE_BLAR_TI_02.png,,PAU_KE_BLAR_TA_02.png,,,
15,1685030594236,25/05/2023 16:03:14,1685034194236,1,25/05/2023 18:03:14,128616,14,task-h78t,,29725716,5b44a4d396bc8a0001a9c4db,8844133,,complete,,646f92288ddb7db4d0707a74,computer,Desktop or Laptop,Windows 10,Chrome 113.0.0.0,1280x720,1280x569,,Singular-Plural Testing,4,Singular-Plural,Singular Plural Testing,13,Testing,Testing,hvzr65,1,response,GOI_KO_BLAR_TU_02.png,1515.0800000029776,1499.7409999999945,1515.0800000029776,1515.0800000029776,1499.7409999999945,1515.0800000029776,1,1515.0800000029776,0,0,,Click Response,ResponseB,4,object-85,Testing,,3, ,GOI,_,KO,BLAR,,_02.png,_BLOT.png,,,,,,,,,,GOI_KO_BLAR_BLOT.png,GOI_KO_BLAR_TA_02.png,GOI_KO_BLAR_TU_02.png,,GOI_KO_BLAR_TU_02.png,,,
16,1685030596260,25/05/2023 16:03:16,1685034196260,1,25/05/2023 18:03:16,128616,14,task-h78t,,29725716,5b44a4d396bc8a0001a9c4db,8844133,,complete,,646f92288ddb7db4d0707a74,computer,Desktop or Laptop,Windows 10,Chrome 113.0.0.0,1280x720,1280x569,,Singular-Plural Testing,4,Singular-Plural,Singular Plural Testing,14,Testing,Testing,hvzr65,1,response,GOI_KE_SNUR_TA_02.png,2039.5390000059633,2033.0010000000038,2039.5390000059633,2039.5390000059633,2033.0010000000038,2039.5390000059633,1,2039.5390000059633,0,0,,Click Response,ResponseA,3,object-86,Testing,,3, ,GOI,_,KE,SNUR,,_02.png,_BLOT.png,,,,,,,,,,GOI_KE_SNUR_BLOT.png,GOI_KE_SNUR_TA_02.png,GOI_KE_SNUR_TU_02.png,,GOI_KE_SNUR_TA_02.png,,,
17,1685030597913,25/05/2023 16:03:17,1685034197913,1,25/05/2023 18:03:17,128616,14,task-h78t,,29725716,5b44a4d396bc8a0001a9c4db,8844133,,complete,,646f92288ddb7db4d0707a74,computer,Desktop or Laptop,Windows 10,Chrome 113.0.0.0,1280x720,1280x569,,Singular-Plural Testing,4,Singular-Plural,Singular Plural Testing,15,Testing,Testing,hvzr65,1,response,PAU_KO_CHOR_TI_02.png,1660.137999999999,1649.9649999999965,1660.137999999999,1660.137999999999,1649.9649999999965,1660.137999999999,0,1660.137999999999,0,0,,Click Response,ResponseB,4,object-85,Testing,,3, ,PAU,_,KO,CHOR,,_02.png,_BLOT.png,,,,,,,,,,PAU_KO_CHOR_BLOT.png,PAU_KO_CHOR_TU_02.png,PAU_KO_CHOR_TI_02.png,,PAU_KO_CHOR_TU_02.png,,,
18,1685030599648,25/05/2023 16:03:19,1685034199648,1,25/05/2023 18:03:19,128616,14,task-h78t,,29725716,5b44a4d396bc8a0001a9c4db,8844133,,complete,,646f92288ddb7db4d0707a74,computer,Desktop or Laptop,Windows 10,Chrome 113.0.0.0,1280x720,1280x569,,Singular-Plural Testing,4,Singular-Plural,Singular Plural Testing,16,Testing,Testing,hvzr65,1,response,PAU_KE_PHAI_TU_02.png,1745.073000005963,1733.0120000000024,1745.073000005963,1745.073000005963,1733.0120000000024,1745.073000005963,0,1745.073000005963,0,0,,Click Response,ResponseA,3,object-86,Testing,,3, ,PAU,_,KE,PHAI,,_02.png,_BLOT.png,,,,,,,,,,PAU_KE_PHAI_BLOT.png,PAU_KE_PHAI_TU_02.png,PAU_KE_PHAI_TI_02.png,,PAU_KE_PHAI_TI_02.png,,,
19,1685030602667,25/05/2023 16:03:22,1685034202667,1,25/05/2023 18:03:22,128616,14,task-h78t,,29725716,5b44a4d396bc8a0001a9c4db,8844133,,complete,,646f92288ddb7db4d0707a74,computer,Desktop or Laptop,Windows 10,Chrome 113.0.0.0,1280x720,1280x569,,Singular-Plural Testing,4,Singular-Plural,Singular Plural Testing,17,Testing,Testing,hvzr65,1,response,PAU_KE_STOO_TA_02.png,3030.7610000089408,3016.1929999999993,3030.7610000089408,3030.7610000089408,3016.1929999999993,3030.7610000089408,1,3030.7610000089408,0,0,,Click Response,ResponseB,4,object-85,Testing,,3, ,PAU,_,KE,STOO,,_02.png,_BLOT.png,,,,,,,,,,PAU_KE_STOO_BLOT.png,PAU_KE_STOO_TI_02.png,PAU_KE_STOO_TA_02.png,,PAU_KE_STOO_TA_02.png,,,
20,1685030604246,25/05/2023 16:03:24,1685034204246,1,25/05/2023 18:03:24,128616,14,task-h78t,,29725716,5b44a4d396bc8a0001a9c4db,8844133,,complete,,646f92288ddb7db4d0707a74,computer,Desktop or Laptop,Windows 10,Chrome 113.0.0.0,1280x720,1280x569,,Singular-Plural Testing,4,Singular-Plural,Singular Plural Testing,18,Testing,Testing,hvzr65,1,response,GOI_KE_DREE_TA_02.png,1594.0680000089415,1583.4349999999977,1594.0680000089415,1594.0680000089415,1583.4349999999977,1594.0680000089415,0,1594.0680000089415,0,0,,Click Response,ResponseB,4,object-85,Testing,,3, ,GOI,_,KE,DREE,,_02.png,_BLOT.png,,,,,,,,,,GOI_KE_DREE_BLOT.png,GOI_KE_DREE_TI_02.png,GOI_KE_DREE_TA_02.png,,GOI_KE_DREE_TI_02.png,,,
21,1685030606347,25/05/2023 16:03:26,1685034206347,1,25/05/2023 18:03:26,128616,14,task-h78t,,29725716,5b44a4d396bc8a0001a9c4db,8844133,,complete,,646f92288ddb7db4d0707a74,computer,Desktop or Laptop,Windows 10,Chrome 113.0.0.0,1280x720,1280x569,,Singular-Plural Testing,4,Singular-Plural,Singular Plural Testing,19,Testing,Testing,hvzr65,1,response,PAU_KO_BLAR_TI_02.png,2111.533000000003,2099.501000000004,2111.533000000003,2111.533000000003,2099.501000000004,2111.533000000003,0,2111.533000000003,0,0,,Click Response,ResponseA,3,object-86,Testing,,4, ,PAU,_,KO,BLAR,,_02.png,_BLOT.png,,,,,,,,,,PAU_KO_BLAR_BLOT.png,PAU_KO_BLAR_TI_02.png,PAU_KO_BLAR_TU_02.png,,PAU_KO_BLAR_TU_02.png,,,
22,1685030608691,25/05/2023 16:03:28,1685034208691,1,25/05/2023 18:03:28,128616,14,task-h78t,,29725716,5b44a4d396bc8a0001a9c4db,8844133,,complete,,646f92288ddb7db4d0707a74,computer,Desktop or Laptop,Windows 10,Chrome 113.0.0.0,1280x720,1280x569,,Singular-Plural Testing,4,Singular-Plural,Singular Plural Testing,20,Testing,Testing,hvzr65,1,response,GOI_KE_CHOR_TA_02.png,2355.63200000894,2349.712999999996,2355.63200000894,2355.63200000894,2349.712999999996,2355.63200000894,0,2355.63200000894,0,0,,Click Response,ResponseA,3,object-86,Testing,,4, ,GOI,_,KE,CHOR,,_02.png,_BLOT.png,,,,,,,,,,GOI_KE_CHOR_BLOT.png,GOI_KE_CHOR_TA_02.png,GOI_KE_CHOR_TI_02.png,,GOI_KE_CHOR_TI_02.png,,,
23,1685030610494,25/05/2023 16:03:30,1685034210494,1,25/05/2023 18:03:30,128616,14,task-h78t,,29725716,5b44a4d396bc8a0001a9c4db,8844133,,complete,,646f92288ddb7db4d0707a74,computer,Desktop or Laptop,Windows 10,Chrome 113.0.0.0,1280x720,1280x569,,Singular-Plural Testing,4,Singular-Plural,Singular Plural Testing,21,Testing,Testing,hvzr65,1,response,PAU_KE_DREE_TU_02.png,1808.618999997023,1799.7610000000059,1808.618999997023,1808.618999997023,1799.7610000000059,1808.618999997023,0,1808.618999997023,0,0,,Click Response,ResponseB,4,object-85,Testing,,4, ,PAU,_,KE,DREE,,_02.png,_BLOT.png,,,,,,,,,,PAU_KE_DREE_BLOT.png,PAU_KE_DREE_TI_02.png,PAU_KE_DREE_TU_02.png,,PAU_KE_DREE_TI_02.png,,,
24,1685030618437,25/05/2023 16:03:38,1685034218437,1,25/05/2023 18:03:38,128616,14,task-h78t,,29725716,5b44a4d396bc8a0001a9c4db,8844133,,complete,,646f92288ddb7db4d0707a74,computer,Desktop or Laptop,Windows 10,Chrome 113.0.0.0,1280x720,1280x569,,Singular-Plural Testing,4,Singular-Plural,Singular Plural Testing,22,Testing,Testing,hvzr65,1,response,GOI_KO_STOO_TU_02.png,7952.357999997017,7949.010999999991,7952.357999997017,7952.357999997017,7949.010999999991,7952.357999997017,1,7952.357999997017,0,0,,Click Response,ResponseA,3,object-86,Testing,,4, ,GOI,_,KO,STOO,,_02.png,_BLOT.png,,,,,,,,,,GOI_KO_STOO_BLOT.png,GOI_KO_STOO_TU_02.png,GOI_KO_STOO_TA_02.png,,GOI_KO_STOO_TU_02.png,,,
25,1685030620173,25/05/2023 16:03:40,1685034220173,1,25/05/2023 18:03:40,128616,14,task-h78t,,29725716,5b44a4d396bc8a0001a9c4db,8844133,,complete,,646f92288ddb7db4d0707a74,computer,Desktop or Laptop,Windows 10,Chrome 113.0.0.0,1280x720,1280x569,,Singular-Plural Testing,4,Singular-Plural,Singular Plural Testing,23,Testing,Testing,hvzr65,1,response,GOI_KE_PHAI_TA_02.png,1739.1470000089466,1733.125,1739.1470000089466,1739.1470000089466,1733.125,1739.1470000089466,1,1739.1470000089466,0,0,,Click Response,ResponseB,4,object-85,Testing,,4, ,GOI,_,KE,PHAI,,_02.png,_BLOT.png,,,,,,,,,,GOI_KE_PHAI_BLOT.png,GOI_KE_PHAI_TU_02.png,GOI_KE_PHAI_TA_02.png,,GOI_KE_PHAI_TA_02.png,,,
26,1685030621718,25/05/2023 16:03:41,1685034221718,1,25/05/2023 18:03:41,128616,14,task-h78t,,29725716,5b44a4d396bc8a0001a9c4db,8844133,,complete,,646f92288ddb7db4d0707a74,computer,Desktop or Laptop,Windows 10,Chrome 113.0.0.0,1280x720,1280x569,,Singular-Plural Testing,4,Singular-Plural,Singular Plural Testing,24,Testing,Testing,hvzr65,1,response,PAU_KE_SNUR_TA_02.png,1550.8220000059664,1549.6370000000024,1550.8220000059664,1550.8220000059664,1549.6370000000024,1550.8220000059664,1,1550.8220000059664,0,0,,Click Response,ResponseA,3,object-86,Testing,,4, ,PAU,_,KE,SNUR,,_02.png,_BLOT.png,,,,,,,,,,PAU_KE_SNUR_BLOT.png,PAU_KE_SNUR_TA_02.png,PAU_KE_SNUR_TI_02.png,,PAU_KE_SNUR_TA_02.png,,,
27,1685030625277,25/05/2023 16:03:45,1685034225277,1,25/05/2023 18:03:45,128616,14,task-h78t,,29725716,5b44a4d396bc8a0001a9c4db,8844133,,complete,,646f92288ddb7db4d0707a74,computer,Desktop or Laptop,Windows 10,Chrome 113.0.0.0,1280x720,1280x569,,Singular-Plural Testing,4,Singular-Plural,Singular Plural Testing,25,Testing,Testing,hvzr65,1,response,GOI_KO_SNUR_TU_02.png,3560.185000005964,3549.6140000000014,3560.185000005964,3560.185000005964,3549.6140000000014,3560.185000005964,1,3560.185000005964,0,0,,Click Response,ResponseB,4,object-85,Testing,,5, ,GOI,_,KO,SNUR,,_02.png,_BLOT.png,,,,,,,,,,GOI_KO_SNUR_BLOT.png,GOI_KO_SNUR_TA_02.png,GOI_KO_SNUR_TU_02.png,,GOI_KO_SNUR_TU_02.png,,,
28,1685030626924,25/05/2023 16:03:46,1685034226924,1,25/05/2023 18:03:46,128616,14,task-h78t,,29725716,5b44a4d396bc8a0001a9c4db,8844133,,complete,,646f92288ddb7db4d0707a74,computer,Desktop or Laptop,Windows 10,Chrome 113.0.0.0,1280x720,1280x569,,Singular-Plural Testing,4,Singular-Plural,Singular Plural Testing,26,Testing,Testing,hvzr65,1,response,PAU_KE_CHOR_TU_02.png,1657.7710000089428,1649.9199999999983,1657.7710000089428,1657.7710000089428,1649.9199999999983,1657.7710000089428,0,1657.7710000089428,0,0,,Click Response,ResponseA,3,object-86,Testing,,5, ,PAU,_,KE,CHOR,,_02.png,_BLOT.png,,,,,,,,,,PAU_KE_CHOR_BLOT.png,PAU_KE_CHOR_TU_02.png,PAU_KE_CHOR_TI_02.png,,PAU_KE_CHOR_TI_02.png,,,
29,1685030629799,25/05/2023 16:03:49,1685034229799,1,25/05/2023 18:03:49,128616,14,task-h78t,,29725716,5b44a4d396bc8a0001a9c4db,8844133,,complete,,646f92288ddb7db4d0707a74,computer,Desktop or Laptop,Windows 10,Chrome 113.0.0.0,1280x720,1280x569,,Singular-Plural Testing,4,Singular-Plural,Singular Plural Testing,27,Testing,Testing,hvzr65,1,response,GOI_KE_DREE_TA_02.png,2882.3510000089445,2866.324999999997,2882.3510000089445,2882.3510000089445,2866.324999999997,2882.3510000089445,1,2882.3510000089445,0,0,,Click Response,ResponseA,3,object-86,Testing,,5, ,GOI,_,KE,DREE,,_02.png,_BLOT.png,,,,,,,,,,GOI_KE_DREE_BLOT.png,GOI_KE_DREE_TA_02.png,GOI_KE_DREE_TU_02.png,,GOI_KE_DREE_TA_02.png,,,
30,1685030632343,25/05/2023 16:03:52,1685034232343,1,25/05/2023 18:03:52,128616,14,task-h78t,,29725716,5b44a4d396bc8a0001a9c4db,8844133,,complete,,646f92288ddb7db4d0707a74,computer,Desktop or Laptop,Windows 10,Chrome 113.0.0.0,1280x720,1280x569,,Singular-Plural Testing,4,Singular-Plural,Singular Plural Testing,28,Testing,Testing,hvzr65,1,response,PAU_KE_PHAI_TA_02.png,2560.126000002987,2549.616000000009,2560.126000002987,2560.126000002987,2549.616000000009,2560.126000002987,1,2560.126000002987,0,0,,Click Response,ResponseB,4,object-85,Testing,,5, ,PAU,_,KE,PHAI,,_02.png,_BLOT.png,,,,,,,,,,PAU_KE_PHAI_BLOT.png,PAU_KE_PHAI_TI_02.png,PAU_KE_PHAI_TA_02.png,,PAU_KE_PHAI_TA_02.png,,,
